Node 0 - Component 0,Node 0 - Component 1,Node 0 - Component 2,Node 0 - Component 3,Node 1 - Component 0,Node 1 - Component 1,Node 1 - Component 2,Node 1 - Component 3
-0.018056174740195274,0.24813158810138702,-0.018056174740195274,0.24813158810138702,-0.050394702702760696,-0.21621619164943695,-0.050394702702760696,-0.21621619164943695
-0.01309354417026043,-0.050191521644592285,-0.01309354417026043,-0.050191521644592285,-0.05471902713179588,-0.020841088145971298,-0.05471902713179588,-0.020841088145971298
-0.014097373932600021,-0.346976637840271,-0.014097373932600021,-0.346976637840271,-0.05513584613800049,0.17446613311767578,-0.05513584613800049,0.17446613311767578
-0.0210369061678648,-0.0587722547352314,-0.0210369061678648,-0.0587722547352314,-0.05164652317762375,-0.020452482625842094,-0.05164652317762375,-0.020452482625842094
-0.022212352603673935,-0.35801753401756287,-0.022212352603673935,-0.35801753401756287,-0.05205557495355606,0.17496468126773834,-0.05205557495355606,0.17496468126773834
-0.029372703284025192,-0.6576209664344788,-0.029372703284025192,-0.6576209664344788,-0.04855627939105034,0.3703952431678772,-0.04855627939105034,0.3703952431678772
-0.04252512380480766,-0.9594061374664307,-0.04252512380480766,-0.9594061374664307,-0.04114837571978569,0.5659134984016418,-0.04114837571978569,0.5659134984016418
-0.06171324476599693,-1.2651399374008179,-0.06171324476599693,-1.2651399374008179,-0.02983010560274124,0.7615805268287659,-0.02983010560274124,0.7615805268287659
-0.0870160460472107,-1.5764938592910767,-0.0870160460472107,-1.5764938592910767,-0.01459849625825882,0.9574344754219055,-0.01459849625825882,0.9574344754219055
-0.11854591965675354,-1.8949984312057495,-0.11854591965675354,-1.8949984312057495,0.004550193436443806,1.153478980064392,0.004550193436443806,1.153478980064392
-0.15644589066505432,-2.2219905853271484,-0.15644589066505432,-2.2219905853271484,0.027619773522019386,1.3496700525283813,0.027619773522019386,1.3496700525283813
-0.20088569819927216,-1.9813569784164429,-0.20088569819927216,-1.9813569784164429,0.05461317300796509,1.1563482284545898,0.05461317300796509,1.1563482284545898
-0.24051284790039062,-1.7570464611053467,-0.24051284790039062,-1.7570464611053467,0.0777401402592659,0.9638270139694214,0.0777401402592659,0.9638270139694214
-0.27565377950668335,-2.1139330863952637,-0.27565377950668335,-2.1139330863952637,0.09701667726039886,1.1607319116592407,0.09701667726039886,1.1607319116592407
-0.3179324269294739,-1.9175266027450562,-0.3179324269294739,-1.9175266027450562,0.12023131549358368,0.9692174196243286,0.12023131549358368,0.9692174196243286
-0.3562829792499542,-1.7378290891647339,-0.3562829792499542,-1.7378290891647339,0.13961566984653473,0.7785956263542175,0.13961566984653473,0.7785956263542175
-0.39103955030441284,-1.5735924243927002,-0.39103955030441284,-1.5735924243927002,0.15518757700920105,0.5888233780860901,0.15518757700920105,0.5888233780860901
-0.42251139879226685,-1.4235782623291016,-0.42251139879226685,-1.4235782623291016,0.16696403920650482,0.3998430669307709,0.16696403920650482,0.3998430669307709
-0.4509829580783844,-1.286586046218872,-0.4509829580783844,-1.286586046218872,0.1749609112739563,0.21159009635448456,0.1749609112739563,0.21159009635448456
-0.4767146706581116,-1.6810885667800903,-0.4767146706581116,-1.6810885667800903,0.1791927069425583,0.408891499042511,0.1791927069425583,0.408891499042511
-0.5103364586830139,-1.5659029483795166,-0.5103364586830139,-1.5659029483795166,0.18737053871154785,0.22124245762825012,0.18737053871154785,0.22124245762825012
-0.5416545271873474,-1.9668806791305542,-0.5416545271873474,-1.9668806791305542,0.19179539382457733,0.41787564754486084,0.19179539382457733,0.41787564754486084
-0.5809921026229858,-2.369990825653076,-0.5809921026229858,-2.369990825653076,0.2001529037952423,0.6135810017585754,0.2001529037952423,0.6135810017585754
-0.6283919215202332,-2.296353816986084,-0.6283919215202332,-2.296353816986084,0.21242451667785645,0.4261623024940491,0.21242451667785645,0.4261623024940491
-0.6743190288543701,-2.242738962173462,-0.6743190288543701,-2.242738962173462,0.2209477722644806,0.23955458402633667,0.2209477722644806,0.23955458402633667
-0.719173789024353,-2.6530637741088867,-0.719173789024353,-2.6530637741088867,0.22573885321617126,0.4330867826938629,0.22573885321617126,0.4330867826938629
-0.772235095500946,-3.0629897117614746,-0.772235095500946,-3.0629897117614746,0.23440060019493103,0.6247081756591797,0.23440060019493103,0.6247081756591797
-0.8334948420524597,-3.471388339996338,-0.8334948420524597,-3.471388339996338,0.24689476191997528,0.8138734102249146,0.24689476191997528,0.8138734102249146
-0.9029226303100586,-3.876696825027466,-0.9029226303100586,-3.876696825027466,0.2631722390651703,0.9999674558639526,0.2631722390651703,0.9999674558639526
-0.9804565906524658,-3.930053472518921,-0.9804565906524658,-3.930053472518921,0.28317156434059143,0.8089243173599243,0.28317156434059143,0.8089243173599243
-1.059057593345642,-4.324704170227051,-1.059057593345642,-4.324704170227051,0.2993500530719757,0.9890632033348083,0.2993500530719757,0.9890632033348083
-1.1455516815185547,-4.438458442687988,-1.1455516815185547,-4.438458442687988,0.3191313147544861,0.794952392578125,0.3191313147544861,0.794952392578125
-1.234320878982544,-4.813037395477295,-1.234320878982544,-4.813037395477295,0.33503037691116333,0.9674807190895081,0.33503037691116333,0.9674807190895081
-1.3305816650390625,-4.991992473602295,-1.3305816650390625,-4.991992473602295,0.3543799817562103,0.7684696912765503,0.3543799817562103,0.7684696912765503
-1.4304214715957642,-5.335910320281982,-1.4304214715957642,-5.335910320281982,0.36974936723709106,0.9320030212402344,0.36974936723709106,0.9320030212402344
-1.537139654159546,-5.660231113433838,-1.537139654159546,-5.660231113433838,0.3883894383907318,1.090254783630371,0.3883894383907318,1.090254783630371
-1.6503443717956543,-5.943439483642578,-1.6503443717956543,-5.943439483642578,0.4101945459842682,0.8797606229782104,0.4101945459842682,0.8797606229782104
-1.769213080406189,-6.218771934509277,-1.769213080406189,-6.218771934509277,0.42778974771499634,1.028572678565979,0.42778974771499634,1.028572678565979
-1.8935885429382324,-6.464085578918457,-1.8935885429382324,-6.464085578918457,0.44836121797561646,1.1737253665924072,0.44836121797561646,1.1737253665924072
-2.0228703022003174,-6.849198341369629,-2.0228703022003174,-6.849198341369629,0.4718357026576996,0.9503302574157715,0.4718357026576996,0.9503302574157715
-2.1598541736602783,-7.263325214385986,-2.1598541736602783,-7.263325214385986,0.4908423125743866,0.7219265103340149,0.4908423125743866,0.7219265103340149
-2.3051207065582275,-7.39219856262207,-2.3051207065582275,-7.39219856262207,0.5052808523178101,0.860613226890564,0.5052808523178101,0.860613226890564
-2.4529647827148438,-7.844078540802002,-2.4529647827148438,-7.844078540802002,0.5224931240081787,0.6281571388244629,0.5224931240081787,0.6281571388244629
-2.609846353530884,-7.862237930297852,-2.609846353530884,-7.862237930297852,0.5350562334060669,0.7737918496131897,0.5350562334060669,0.7737918496131897
