Node 0 - Component 0,Node 0 - Component 1,Node 1 - Component 0,Node 1 - Component 1,Global 0
0.0,0.0,-0.21065807,-0.46208143,0.0
0.0,0.0,-0.23631763,-0.5131879,0.0
0.0,0.0,-0.27715278,-0.81670475,0.0
0.0,0.0,-0.29135275,-0.28400087,0.0
0.0,0.0,-0.31512022,-0.47534895,0.0
0.0,0.0,5.953039,-0.3005166,0.0
0.0,0.0,-0.33722663,-0.14160872,0.0
0.0,0.0,-0.30967212,0.55108595,0.0
0.0,0.0,-0.26988888,0.7956691,0.0
0.0,0.0,-0.2433933,0.52990866,0.0
0.0,0.0,-0.20171249,0.8336172,0.0
0.0,0.0,-0.16942239,0.64580274,0.0
0.0,0.0,-0.14381874,0.5120728,0.0
0.0,0.0,-0.110237,0.671633,0.0
0.0,0.0,-0.07290542,0.74663377,0.0
0.0,0.0,-0.049342036,0.4712668,0.0
0.0,0.0,-0.005643487,0.8739695,0.0
0.0,0.0,0.028339624,0.6796642,0.0
0.0,0.0,0.05486417,0.5304914,0.0
0.0,0.0,0.09289503,0.7606157,0.0
0.0,0.0,0.13797617,0.90162206,0.0
0.0,0.0,0.17004645,0.6414075,0.0
0.0,0.0,0.21353889,0.86984897,0.0
0.0,0.0,0.24755454,0.6803112,0.0
0.0,0.0,0.2941363,0.9316344,0.0
0.0,0.0,0.3281796,0.68086815,0.0
0.0,0.0,0.3396659,0.22972679,0.0
0.0,0.0,-5.954425,-0.21811438,0.0
0.0,0.0,0.32480407,-0.07912445,0.0
0.0,0.0,0.2958703,-0.57867336,0.0
0.0,0.0,0.25624728,-0.79246044,0.0
0.0,0.0,0.23560274,-0.4128933,0.0
0.0,0.0,0.21404326,-0.43118715,0.0
0.0,0.0,0.16964209,-0.88802433,0.0
0.0,0.0,0.12666845,-0.859473,0.0
0.0,0.0,0.08063841,-0.9206015,0.0
0.0,0.0,0.04435742,-0.7256187,0.0
0.0,0.0,0.02095139,-0.4681213,0.0
0.0,0.0,-0.0070636272,-0.5602997,0.0
0.0,0.0,-0.030843854,-0.47560382,0.0
0.0,0.0,-0.073619604,-0.85551697,0.0
0.0,0.0,-0.10230076,-0.5736207,0.0
0.0,0.0,-0.12635863,-0.4811597,0.0
0.0,0.0,-0.17025936,-0.87801456,0.0
0.0,0.0,-0.20192349,-0.6332817,0.0
0.0,0.0,-0.24093604,-0.78025055,0.0
0.0,0.0,-0.27974176,-0.7761154,0.0
0.0,0.0,-0.29174232,-0.24001122,0.0
0.0,0.0,-0.31352258,-0.43560362,0.0
0.0,0.0,5.9517703,-0.35784864,0.0
0.0,0.0,-0.32851386,0.058019638,0.0
0.0,0.0,-0.31224418,0.32539606,0.0
0.0,0.0,-0.27756834,0.6935196,0.0
0.0,0.0,-0.23089898,0.93338394,0.0
0.0,0.0,-0.18509328,0.91611314,0.0
0.0,0.0,-0.1347549,1.0067692,0.0
0.0,0.0,-0.098083615,0.73342574,0.0
0.0,0.0,-0.05450499,0.871572,0.0
0.0,0.0,-0.023622155,0.6176572,0.0
0.0,0.0,-0.00012505054,0.4699417,0.0
0.0,0.0,0.032247543,0.6474511,0.0
0.0,0.0,0.07486403,0.85232973,0.0
0.0,0.0,0.10526252,0.6079725,0.0
0.0,0.0,0.15358853,0.9665172,0.0
0.0,0.0,0.19952333,0.91869736,0.0
0.0,0.0,0.22589827,0.52749705,0.0
0.0,0.0,0.2528026,0.53808975,0.0
0.0,0.0,0.2886262,0.7164693,0.0
0.0,0.0,0.2982564,0.19260597,0.0
0.0,0.0,-5.9832077,0.034419537,0.0
0.0,0.0,0.29084086,-0.18273067,0.0
0.0,0.0,0.28495145,-0.11778879,0.0
0.0,0.0,0.24707198,-0.7575884,0.0
0.0,0.0,0.20397508,-0.8619423,0.0
0.0,0.0,0.1721735,-0.6360264,0.0
0.0,0.0,0.13278472,-0.78777957,0.0
0.0,0.0,0.09954357,-0.66481864,0.0
0.0,0.0,0.055045962,-0.8899565,0.0
0.0,0.0,0.029854894,-0.503818,0.0
0.0,0.0,0.00025951862,-0.5919082,0.0
0.0,0.0,-0.050131083,-1.0078132,0.0
0.0,0.0,-0.079110265,-0.57958376,0.0
0.0,0.0,-0.10244322,-0.4666587,0.0
0.0,0.0,-0.12614465,-0.47402835,0.0
0.0,0.0,-0.15497375,-0.5765827,0.0
0.0,0.0,-0.20005345,-0.90159345,0.0
0.0,0.0,-0.22765207,-0.5519695,0.0
0.0,0.0,-0.258121,-0.6093826,0.0
0.0,0.0,-0.2598598,-0.03477478,0.0
0.0,0.0,6.0232697,-0.0011105537,0.0
0.0,0.0,-0.2534635,0.12903595,0.0
0.0,0.0,-0.23521137,0.36504316,0.0
0.0,0.0,-0.21676612,0.3689046,0.0
0.0,0.0,-0.19397283,0.45586514,0.0
0.0,0.0,-0.14969373,0.88558125,0.0
0.0,0.0,-0.12077856,0.5783081,0.0
0.0,0.0,-0.098908186,0.4374044,0.0
0.0,0.0,-0.06527436,0.6726769,0.0
0.0,0.0,-0.019503236,0.91542065,0.0
0.0,0.0,0.022116065,0.83238846,0.0
0.0,0.0,0.073027015,1.0182173,0.0
0.0,0.0,0.097735405,0.4941697,0.0
0.0,0.0,0.14559984,0.95728886,0.0
0.0,0.0,0.17506242,0.5892472,0.0
0.0,0.0,0.20419812,0.5827186,0.0
0.0,0.0,0.22676158,0.4512701,0.0
0.0,0.0,0.23299003,0.12456274,0.0
0.0,0.0,0.2350502,0.041208744,0.0
0.0,0.0,-6.0399456,0.1637845,0.0
0.0,0.0,0.22079468,-0.44889784,0.0
0.0,0.0,0.19385648,-0.53876233,0.0
