Node 0 - Component 0,Node 0 - Component 1,Node 1 - Component 0,Node 1 - Component 1,Global 0
0.0,0.0,-0.09927702,-0.10970342,0.0
0.0,0.0,-0.10489035,-0.11226356,0.0
0.0,0.0,-0.12491655,-0.4005263,0.0
0.0,0.0,-0.11954236,0.107479095,0.0
0.0,0.0,6.155551,-0.16182995,0.0
0.0,0.0,-0.13305163,-0.10834813,0.0
0.0,0.0,-0.13784409,-0.09585166,0.0
0.0,0.0,-0.11513138,0.45425463,0.0
0.0,0.0,-0.08579755,0.58667195,0.0
0.0,0.0,-0.07335043,0.24894822,0.0
0.0,0.0,-0.047244072,0.5221261,0.0
0.0,0.0,-0.030705929,0.33076334,0.0
0.0,0.0,-0.02014327,0.21124774,0.0
0.0,0.0,-0.0003490448,0.39588928,0.0
0.0,0.0,0.024222136,0.49142256,0.0
0.0,0.0,0.035212994,0.21981755,0.0
0.0,0.0,0.06598616,0.6154666,0.0
0.0,0.0,0.08504772,0.38122702,0.0
0.0,0.0,0.09341121,0.16727018,0.0
0.0,0.0,0.1093061,0.31789875,0.0
0.0,0.0,0.12730527,0.35998154,0.0
0.0,0.0,-6.15654,-0.013199091,0.0
0.0,0.0,0.13246274,0.11634731,0.0
0.0,0.0,0.12512064,-0.14683795,0.0
0.0,0.0,0.12927008,0.08298731,0.0
0.0,0.0,0.12304044,-0.12459111,0.0
0.0,0.0,0.10023022,-0.45620728,0.0
0.0,0.0,0.06409073,-0.7227899,0.0
0.0,0.0,0.04522872,-0.37723792,0.0
0.0,0.0,0.011283398,-0.678906,0.0
0.0,0.0,-0.025256395,-0.7308014,0.0
0.0,0.0,-0.03679037,-0.23067439,0.0
0.0,0.0,-0.045217752,-0.16854626,0.0
0.0,0.0,-0.0741992,-0.57963055,0.0
0.0,0.0,-0.09991646,-0.51434684,0.0
0.0,0.0,-0.12646008,-0.5308714,0.0
0.0,0.0,-0.13984346,-0.26766777,0.0
0.0,0.0,-0.13591695,0.07852912,0.0
0.0,0.0,6.1513205,0.08103919,0.0
0.0,0.0,-0.11852741,0.26675367,0.0
0.0,0.0,-0.11932516,-0.01595664,0.0
0.0,0.0,-0.100738525,0.3717339,0.0
0.0,0.0,-0.072984934,0.5550716,0.0
0.0,0.0,-0.06188512,0.22199345,0.0
0.0,0.0,-0.0364964,0.5077806,0.0
0.0,0.0,-0.018655062,0.35682037,0.0
0.0,0.0,-0.0035488605,0.30212536,0.0
0.0,0.0,0.032048225,0.71194655,0.0
0.0,0.0,0.04802084,0.31944525,0.0
0.0,0.0,0.055238724,0.14436454,0.0
0.0,0.0,0.069064856,0.27651823,0.0
0.0,0.0,0.082321644,0.2651385,0.0
0.0,0.0,0.10183215,0.39020717,0.0
0.0,0.0,0.1235981,0.43532038,0.0
0.0,0.0,-6.1463795,0.2641573,0.0
0.0,0.0,0.14830637,0.23001075,0.0
0.0,0.0,0.14060926,-0.15394688,0.0
0.0,0.0,0.13514352,-0.10931063,0.0
0.0,0.0,0.11269522,-0.44896936,0.0
0.0,0.0,0.0793941,-0.6660204,0.0
0.0,0.0,0.05253768,-0.53712726,0.0
0.0,0.0,0.03412366,-0.36828524,0.0
0.0,0.0,0.0020515919,-0.6414361,0.0
0.0,0.0,-0.012473345,-0.29050016,0.0
0.0,0.0,-0.028770685,-0.32595098,0.0
0.0,0.0,-0.06215644,-0.66771156,0.0
0.0,0.0,-0.089612484,-0.54911923,0.0
0.0,0.0,-0.09945178,-0.19678915,0.0
0.0,0.0,-0.12346101,-0.48018444,0.0
0.0,0.0,-0.14055872,-0.34195328,0.0
0.0,0.0,-0.15221858,-0.23319483,0.0
0.0,0.0,6.1387143,0.15495038,0.0
0.0,0.0,-0.15423465,-0.19527602,0.0
0.0,0.0,-0.15721893,-0.059682608,0.0
0.0,0.0,-0.13951659,0.35404468,0.0
0.0,0.0,-0.12264562,0.33741975,0.0
0.0,0.0,-0.094967365,0.5535661,0.0
0.0,0.0,-0.075632334,0.38670373,0.0
0.0,0.0,-0.035061836,0.8114053,0.0
0.0,0.0,0.0018949509,0.7391368,0.0
0.0,0.0,0.018011093,0.3223233,0.0
0.0,0.0,0.055181026,0.7433977,0.0
0.0,0.0,0.09654331,0.82724583,0.0
0.0,0.0,0.13448334,0.7588024,0.0
0.0,0.0,0.16220522,0.5544355,0.0
0.0,0.0,0.1662445,0.080791,0.0
0.0,0.0,0.17798424,0.23479009,0.0
0.0,0.0,-6.108791,-0.071796894,0.0
0.0,0.0,0.18485284,0.20916796,0.0
0.0,0.0,0.18093157,-0.078422785,0.0
0.0,0.0,0.16749859,-0.2686627,0.0
0.0,0.0,0.15123653,-0.32524014,0.0
0.0,0.0,0.12295079,-0.56571245,0.0
0.0,0.0,0.08964419,-0.66613233,0.0
0.0,0.0,0.07127404,-0.36740494,0.0
0.0,0.0,0.033412457,-0.75723404,0.0
0.0,0.0,-0.013751984,-0.94328326,0.0
0.0,0.0,-0.04989648,-0.72289246,0.0
0.0,0.0,-0.07344222,-0.47091693,0.0
0.0,0.0,-0.099754095,-0.52623343,0.0
0.0,0.0,-0.11436629,-0.2922474,0.0
0.0,0.0,-0.15168738,-0.7464223,0.0
0.0,0.0,-0.16040182,-0.17428327,0.0
0.0,0.0,-0.18017077,-0.39538383,0.0
0.0,0.0,-0.1904378,-0.20533681,0.0
0.0,0.0,6.0881543,-0.09187031,0.0
0.0,0.0,-0.20168734,-0.13312244,0.0
0.0,0.0,-0.19705248,0.0926981,0.0
0.0,0.0,-0.17087698,0.52350616,0.0
0.0,0.0,-0.16104817,0.19657874,0.0
0.0,0.0,-0.14360356,0.3488958,0.0
0.0,0.0,-0.12621164,0.34783435,0.0
0.0,0.0,-0.08157146,0.8928013,0.0
0.0,0.0,-0.04294312,0.77257097,0.0
0.0,0.0,-0.017203093,0.51479924,0.0
0.0,0.0,0.026697516,0.8780105,0.0
0.0,0.0,0.07623124,0.9906767,0.0
0.0,0.0,0.12378132,0.95099866,0.0
0.0,0.0,0.16886592,0.90169454,0.0
0.0,0.0,0.18291497,0.2809813,0.0
0.0,0.0,0.2095542,0.53278184,0.0
0.0,0.0,0.21969795,0.20287752,0.0
0.0,0.0,0.23142862,0.23461246,0.0
0.0,0.0,-6.055989,-0.08463764,0.0
0.0,0.0,0.20956016,-0.3527317,0.0
0.0,0.0,0.1931529,-0.32814598,0.0
0.0,0.0,0.1719191,-0.42467594,0.0
0.0,0.0,0.16053104,-0.22775578,0.0
0.0,0.0,0.11675048,-0.8756156,0.0
0.0,0.0,0.07832456,-0.7685189,0.0
0.0,0.0,0.055051208,-0.46546853,0.0
0.0,0.0,0.02517271,-0.5975671,0.0
0.0,0.0,-4.4822693e-05,-0.5043501,0.0
0.0,0.0,-0.03025341,-0.6041734,0.0
0.0,0.0,-0.057062745,-0.5361883,0.0
0.0,0.0,-0.09098911,-0.6785251,0.0
0.0,0.0,-0.13192534,-0.81872237,0.0
0.0,0.0,-0.15187478,-0.3989911,0.0
0.0,0.0,-0.17520285,-0.4665599,0.0
0.0,0.0,-0.206177,-0.61948824,0.0
0.0,0.0,-0.21028972,-0.08224964,0.0
0.0,0.0,6.081008,0.16225147,0.0
0.0,0.0,-0.20487785,-0.054016113,0.0
0.0,0.0,-0.2015791,0.06597853,0.0
0.0,0.0,-0.19756079,0.080363035,0.0
0.0,0.0,-0.16978002,0.5556159,0.0
0.0,0.0,-0.12846899,0.8262203,0.0
0.0,0.0,-0.108813524,0.39310932,0.0
0.0,0.0,-0.07650614,0.64614904,0.0
0.0,0.0,-0.054506302,0.43999636,0.0
0.0,0.0,-0.033625245,0.4176206,0.0
0.0,0.0,0.0066126585,0.8047583,0.0
0.0,0.0,0.05286181,0.92498183,0.0
0.0,0.0,0.08247745,0.5923165,0.0
0.0,0.0,0.12690902,0.88862896,0.0
0.0,0.0,0.14609575,0.38373232,0.0
0.0,0.0,0.16544247,0.38693762,0.0
0.0,0.0,0.2000773,0.6926944,0.0
0.0,0.0,0.21651912,0.32883644,0.0
0.0,0.0,0.2283063,0.23574638,0.0
0.0,0.0,-6.0686827,-0.2760749,0.0
0.0,0.0,0.19542646,-0.38152337,0.0
0.0,0.0,0.16720605,-0.56441164,0.0
0.0,0.0,0.1589415,-0.1652844,0.0
0.0,0.0,0.12284994,-0.7218361,0.0
0.0,0.0,0.10498357,-0.35732412,0.0
0.0,0.0,0.06974316,-0.7048141,0.0
0.0,0.0,0.0465703,-0.4634512,0.0
0.0,0.0,0.009470701,-0.74199563,0.0
0.0,0.0,-0.03071642,-0.80373734,0.0
0.0,0.0,-0.07557368,-0.8971488,0.0
0.0,0.0,-0.113336086,-0.7552496,0.0
0.0,0.0,-0.14281988,-0.5896728,0.0
0.0,0.0,-0.15818334,-0.30727434,0.0
0.0,0.0,-0.17976785,-0.43168545,0.0
0.0,0.0,-0.179806,-0.0007610321,0.0
0.0,0.0,-0.18630075,-0.12990212,0.0
0.0,0.0,6.0818186,-0.30130982,0.0
0.0,0.0,-0.19720435,0.08324289,0.0
0.0,0.0,-0.177737,0.38934565,0.0
0.0,0.0,-0.16596055,0.23552942,0.0
0.0,0.0,-0.13525891,0.6140342,0.0
0.0,0.0,-0.10683131,0.5685513,0.0
0.0,0.0,-0.09028244,0.33097553,0.0
0.0,0.0,-0.049468756,0.81627214,0.0
0.0,0.0,-0.014196634,0.705446,0.0
0.0,0.0,0.0069761276,0.4234571,0.0
0.0,0.0,0.039815187,0.65677744,0.0
0.0,0.0,0.066325426,0.5302078,0.0
0.0,0.0,0.10934162,0.86032045,0.0
0.0,0.0,0.13212705,0.4557109,0.0
0.0,0.0,0.17126703,0.7827983,0.0
0.0,0.0,0.19353795,0.44541717,0.0
0.0,0.0,0.20275307,0.18430448,0.0
0.0,0.0,-6.06378,0.3330531,0.0
0.0,0.0,0.22439241,0.099731445,0.0
0.0,0.0,0.21255755,-0.23669577,0.0
0.0,0.0,0.19973421,-0.25646472,0.0
0.0,0.0,0.18505168,-0.29365325,0.0
0.0,0.0,0.16750765,-0.35088062,0.0
0.0,0.0,0.14516044,-0.44694257,0.0
0.0,0.0,0.10077238,-0.8877616,0.0
0.0,0.0,0.074919224,-0.51706254,0.0
0.0,0.0,0.025215387,-0.99407655,0.0
0.0,0.0,-0.020451307,-0.9133366,0.0
0.0,0.0,-0.0532676,-0.65632427,0.0
0.0,0.0,-0.10082197,-0.9510871,0.0
0.0,0.0,-0.1324755,-0.6330681,0.0
0.0,0.0,-0.170825,-0.7669947,0.0
0.0,0.0,-0.20190144,-0.6215277,0.0
0.0,0.0,-0.23104167,-0.5828042,0.0
0.0,0.0,-0.26023006,-0.58376503,0.0
0.0,0.0,6.0159235,-0.14063168,0.0
0.0,0.0,-0.25043082,0.33661318,0.0
0.0,0.0,-0.23498082,0.30900097,0.0
0.0,0.0,-0.22095156,0.28058577,0.0
0.0,0.0,-0.18077755,0.80348015,0.0
0.0,0.0,-0.15327,0.5501466,0.0
0.0,0.0,-0.113616705,0.7930715,0.0
0.0,0.0,-0.07422435,0.7878456,0.0
0.0,0.0,-0.024441361,0.9956587,0.0
0.0,0.0,0.024421096,0.97724986,0.0
0.0,0.0,0.050056934,0.5127187,0.0
0.0,0.0,0.073287606,0.4646101,0.0
0.0,0.0,0.11729145,0.8800783,0.0
0.0,0.0,0.16225624,0.8992951,0.0
0.0,0.0,0.191499,0.58485985,0.0
0.0,0.0,0.22171974,0.6044111,0.0
0.0,0.0,0.22646785,0.09496069,0.0
0.0,0.0,0.22783685,0.027380943,0.0
0.0,0.0,-6.0645223,-0.18347406,0.0
0.0,0.0,0.21488142,-0.075633526,0.0
0.0,0.0,0.19128513,-0.4719298,0.0
0.0,0.0,0.15724921,-0.68071175,0.0
0.0,0.0,0.12585855,-0.62781835,0.0
0.0,0.0,0.10246253,-0.467916,0.0
0.0,0.0,0.07376981,-0.5738585,0.0
0.0,0.0,0.03619504,-0.7514955,0.0
0.0,0.0,0.0130467415,-0.4629618,0.0
0.0,0.0,-0.027043343,-0.8018043,0.0
0.0,0.0,-0.067130804,-0.8017496,0.0
0.0,0.0,-0.09695554,-0.5964941,0.0
0.0,0.0,-0.12713265,-0.60354114,0.0
0.0,0.0,-0.15510702,-0.55948925,0.0
0.0,0.0,-0.18734932,-0.6448455,0.0
0.0,0.0,-0.2030747,-0.31450677,0.0
0.0,0.0,-0.21898985,-0.31830454,0.0
0.0,0.0,6.0604076,-0.0757575,0.0
0.0,0.0,-0.20802593,0.29503727,0.0
0.0,0.0,-0.17976451,0.56523037,0.0
0.0,0.0,-0.15050411,0.5852046,0.0
0.0,0.0,-0.12787485,0.45258546,0.0
0.0,0.0,-0.09632039,0.6310893,0.0
0.0,0.0,-0.05798149,0.7667806,0.0
0.0,0.0,-0.02843523,0.59092486,0.0
0.0,0.0,2.9325485e-05,0.56928676,0.0
0.0,0.0,0.02174282,0.43427306,0.0
0.0,0.0,0.06107855,0.7867137,0.0
0.0,0.0,0.1022532,0.82349384,0.0
0.0,0.0,0.12545729,0.46407938,0.0
0.0,0.0,0.15942407,0.67933774,0.0
0.0,0.0,0.18349862,0.48149276,0.0
0.0,0.0,0.20674324,0.4648924,0.0
0.0,0.0,-6.0717726,0.093379974,0.0
0.0,0.0,0.21828794,0.13751411,0.0
0.0,0.0,0.20688486,-0.22806597,0.0
0.0,0.0,0.17857862,-0.5661199,0.0
0.0,0.0,0.15835428,-0.40448928,0.0
0.0,0.0,0.1306963,-0.5531616,0.0
0.0,0.0,0.09373355,-0.73925257,0.0
0.0,0.0,0.07391667,-0.3963393,0.0
0.0,0.0,0.03741455,-0.7300384,0.0
0.0,0.0,-0.010043144,-0.94915533,0.0
0.0,0.0,-0.04704213,-0.7399838,0.0
0.0,0.0,-0.08193731,-0.6979009,0.0
0.0,0.0,-0.10209656,-0.4031844,0.0
0.0,0.0,-0.12181854,-0.3944409,0.0
0.0,0.0,-0.15637112,-0.69105077,0.0
0.0,0.0,-0.16716552,-0.21588731,0.0
0.0,0.0,-0.19022727,-0.4612372,0.0
0.0,0.0,-0.20373297,-0.27010965,0.0
0.0,0.0,6.0655518,-0.27801132,0.0
0.0,0.0,-0.22405672,-0.12846375,0.0
0.0,0.0,-0.2036984,0.4071622,0.0
0.0,0.0,-0.16941595,0.6856487,0.0
0.0,0.0,-0.1431818,0.5246873,0.0
0.0,0.0,-0.102891445,0.8058028,0.0
0.0,0.0,-0.061954737,0.8187363,0.0
0.0,0.0,-0.023753881,0.76401675,0.0
0.0,0.0,0.024255514,0.96018696,0.0
0.0,0.0,0.066572905,0.84634846,0.0
0.0,0.0,0.09184289,0.5054028,0.0
0.0,0.0,0.13061404,0.77541757,0.0
0.0,0.0,0.16332483,0.6542194,0.0
0.0,0.0,0.18264008,0.38630486,0.0
0.0,0.0,0.18643045,0.0758059,0.0
0.0,0.0,0.187819,0.02777052,0.0
0.0,0.0,-6.083417,0.23898506,0.0
0.0,0.0,0.18777728,-0.2398169,0.0
0.0,0.0,0.19139504,0.072350025,0.0
0.0,0.0,0.17930198,-0.24185634,0.0
0.0,0.0,0.15511775,-0.48368382,0.0
0.0,0.0,0.12949753,-0.51240754,0.0
0.0,0.0,0.10206294,-0.54869175,0.0
0.0,0.0,0.083345175,-0.37435234,0.0
0.0,0.0,0.039010048,-0.88670504,0.0
0.0,0.0,-0.0025805235,-0.8318119,0.0
0.0,0.0,-0.031018972,-0.56876653,0.0
0.0,0.0,-0.07309353,-0.8414925,0.0
0.0,0.0,-0.095021725,-0.43856215,0.0
0.0,0.0,-0.13086534,-0.7168746,0.0
0.0,0.0,-0.1687057,-0.7568095,0.0
0.0,0.0,-0.2060039,-0.7459583,0.0
0.0,0.0,-0.2204206,-0.2883396,0.0
0.0,0.0,-0.22025299,0.003358364,0.0
0.0,0.0,6.054708,-0.16449308,0.0
0.0,0.0,-0.20886517,0.39224863,0.0
0.0,0.0,-0.18656516,0.4459958,0.0
0.0,0.0,-0.17900205,0.15126729,0.0
0.0,0.0,-0.15086508,0.5627346,0.0
0.0,0.0,-0.11911154,0.63507247,0.0
0.0,0.0,-0.09580469,0.46613574,0.0
0.0,0.0,-0.0668478,0.5791391,0.0
0.0,0.0,-0.033186555,0.673225,0.0
0.0,0.0,-0.011396408,0.43580288,0.0
0.0,0.0,0.013585091,0.49962997,0.0
0.0,0.0,0.038825512,0.504809,0.0
0.0,0.0,0.07000744,0.62363493,0.0
0.0,0.0,0.11117077,0.8232726,0.0
0.0,0.0,0.15282965,0.83317304,0.0
0.0,0.0,0.1710198,0.36380267,0.0
0.0,0.0,0.20228219,0.62525105,0.0
0.0,0.0,0.22478771,0.45011234,0.0
0.0,0.0,0.24604917,0.42522573,0.0
0.0,0.0,-6.0226526,0.2896719,0.0
0.0,0.0,0.24001288,-0.41039467,0.0
0.0,0.0,0.20980644,-0.6041341,0.0
