Node 0 - Component 0,Node 0 - Component 1,Node 1 - Component 0,Node 1 - Component 1,Global 0
0.0,0.0,-0.07676983,-0.30620253,0.0
0.0,0.0,-0.07147288,0.105935216,0.0
0.0,0.0,6.224899,0.2637304,0.0
0.0,0.0,-0.05905223,-0.015314341,0.0
0.0,0.0,-0.046472788,0.2515908,0.0
0.0,0.0,-0.051481485,-0.10017902,0.0
0.0,0.0,-0.035716295,0.31530935,0.0
0.0,0.0,-0.0136835575,0.4406515,0.0
0.0,0.0,-0.0045142174,0.18338653,0.0
0.0,0.0,-0.003019333,0.0298968,0.0
0.0,0.0,-0.0042612553,-0.024839167,0.0
0.0,0.0,0.01732564,0.43174356,0.0
0.0,0.0,0.020519733,0.063877374,0.0
0.0,0.0,0.028135061,0.1523082,0.0
0.0,0.0,0.032807827,0.09345555,0.0
0.0,0.0,0.03632021,0.07024491,0.0
0.0,0.0,0.04838276,0.24125421,0.0
0.0,0.0,-6.21945,0.3070433,0.0
0.0,0.0,0.067747116,0.08024049,0.0
0.0,0.0,0.078831434,0.22169173,0.0
0.0,0.0,0.06397772,-0.29707825,0.0
0.0,0.0,0.057969093,-0.12017405,0.0
0.0,0.0,0.053497076,-0.08943653,0.0
0.0,0.0,0.047991753,-0.1101082,0.0
0.0,0.0,0.042021275,-0.11941302,0.0
0.0,0.0,0.021914244,-0.40213695,0.0
0.0,0.0,0.017530203,-0.08768064,0.0
0.0,0.0,-0.0099618435,-0.5498403,0.0
0.0,0.0,-0.03271246,-0.4550112,0.0
0.0,0.0,-0.048641205,-0.3185799,0.0
0.0,0.0,-0.059182882,-0.21082848,0.0
0.0,0.0,-0.07652831,-0.3469144,0.0
0.0,0.0,-0.07272911,0.07598758,0.0
0.0,0.0,-0.079931736,-0.14405179,0.0
0.0,0.0,6.1884828,-0.29541492,0.0
0.0,0.0,-0.08436298,0.20678842,0.0
0.0,0.0,-0.06647515,0.35775912,0.0
0.0,0.0,-0.06469226,0.035655975,0.0
0.0,0.0,-0.054284573,0.20815372,0.0
0.0,0.0,-0.04105878,0.264517,0.0
0.0,0.0,-0.019810438,0.4249636,0.0
0.0,0.0,-0.017355919,0.049094915,0.0
0.0,0.0,0.0063905716,0.47492737,0.0
0.0,0.0,0.026323795,0.39866406,0.0
0.0,0.0,0.024728775,-0.031901926,0.0
0.0,0.0,0.038214207,0.26971075,0.0
0.0,0.0,0.034160852,-0.081064165,0.0
0.0,0.0,0.042920828,0.17519355,0.0
0.0,0.0,0.05319786,0.20554602,0.0
0.0,0.0,0.062573195,0.18750167,0.0
0.0,0.0,0.07837629,0.31606925,0.0
0.0,0.0,-6.2108355,-0.12054217,0.0
0.0,0.0,0.08003664,0.1537453,0.0
0.0,0.0,0.072971344,-0.14130533,0.0
0.0,0.0,0.06965971,-0.06623435,0.0
0.0,0.0,0.068053246,-0.032130003,0.0
0.0,0.0,0.061513662,-0.13079071,0.0
0.0,0.0,0.054986477,-0.13054061,0.0
0.0,0.0,0.041820765,-0.26332092,0.0
0.0,0.0,0.032218695,-0.19203532,0.0
0.0,0.0,0.024825335,-0.14787161,0.0
0.0,0.0,0.016507149,-0.1663594,0.0
0.0,0.0,-0.009622574,-0.522599,0.0
0.0,0.0,-0.01612997,-0.13014533,0.0
0.0,0.0,-0.049559116,-0.66858095,0.0
0.0,0.0,-0.0646348,-0.30151564,0.0
0.0,0.0,-0.081202745,-0.33135974,0.0
0.0,0.0,-0.102924585,-0.43443704,0.0
0.0,0.0,-0.11184502,-0.17840815,0.0
0.0,0.0,-0.13074422,-0.37798476,0.0
0.0,0.0,6.1530533,0.01224494,0.0
0.0,0.0,-0.11562443,0.29015398,0.0
0.0,0.0,-0.11824417,-0.052397013,0.0
0.0,0.0,-0.11107135,0.14345384,0.0
0.0,0.0,-0.09087992,0.4038335,0.0
0.0,0.0,-0.075843096,0.30073488,0.0
0.0,0.0,-0.056752443,0.38181067,0.0
0.0,0.0,-0.03825617,0.3699258,0.0
0.0,0.0,-0.014328003,0.47856584,0.0
0.0,0.0,0.0067210197,0.4209792,0.0
0.0,0.0,0.020712137,0.27982473,0.0
0.0,0.0,0.03575015,0.30075684,0.0
0.0,0.0,0.046157837,0.20815557,0.0
0.0,0.0,0.06682801,0.4134004,0.0
0.0,0.0,0.09673691,0.59817946,0.0
0.0,0.0,0.10081768,0.08161986,0.0
0.0,0.0,0.118465185,0.3529439,0.0
0.0,0.0,0.1247046,0.12479234,0.0
0.0,0.0,-6.1433125,0.30336547,0.0
0.0,0.0,0.13456178,-0.10621977,0.0
0.0,0.0,0.13416767,-0.00788784,0.0
0.0,0.0,0.120022535,-0.2828982,0.0
0.0,0.0,0.10595465,-0.2813599,0.0
0.0,0.0,0.09534311,-0.21223283,0.0
0.0,0.0,0.08751869,-0.15648496,0.0
0.0,0.0,0.05212593,-0.7078583,0.0
0.0,0.0,0.027110577,-0.5003068,0.0
0.0,0.0,-0.010535717,-0.75292206,0.0
0.0,0.0,-0.05095482,-0.80838495,0.0
0.0,0.0,-0.06845665,-0.35003757,0.0
0.0,0.0,-0.07692504,-0.16936564,0.0
0.0,0.0,-0.09468317,-0.355165,0.0
0.0,0.0,-0.12507701,-0.60787594,0.0
0.0,0.0,-0.15152168,-0.52889156,0.0
0.0,0.0,-0.16493678,-0.2683015,0.0
0.0,0.0,6.1129513,-0.105955124,0.0
0.0,0.0,-0.18047166,-0.20474172,0.0
0.0,0.0,-0.15894055,0.4306214,0.0
0.0,0.0,-0.14311242,0.31655908,0.0
0.0,0.0,-0.10685849,0.7250824,0.0
0.0,0.0,-0.07078743,0.72141945,0.0
0.0,0.0,-0.044273853,0.5302703,0.0
0.0,0.0,-0.012823105,0.62901556,0.0
0.0,0.0,0.009575129,0.44796616,0.0
0.0,0.0,0.031397104,0.43643782,0.0
0.0,0.0,0.047218084,0.31641817,0.0
0.0,0.0,0.0742321,0.5402852,0.0
0.0,0.0,0.08523536,0.22006214,0.0
0.0,0.0,0.10462451,0.3877809,0.0
0.0,0.0,0.116898775,0.24548936,0.0
0.0,0.0,0.13925672,0.4471557,0.0
0.0,0.0,0.14436102,0.102089405,0.0
0.0,0.0,-6.123457,0.30733943,0.0
0.0,0.0,0.147753,-0.23950362,0.0
0.0,0.0,0.15253043,0.095552206,0.0
0.0,0.0,0.14172292,-0.21615219,0.0
0.0,0.0,0.11192441,-0.5959687,0.0
0.0,0.0,0.09004927,-0.43750417,0.0
0.0,0.0,0.058501244,-0.63096344,0.0
0.0,0.0,0.03977275,-0.37456268,0.0
0.0,0.0,0.017066956,-0.45412102,0.0
0.0,0.0,-0.023731947,-0.8159803,0.0
0.0,0.0,-0.053278923,-0.590932,0.0
0.0,0.0,-0.06731725,-0.28077316,0.0
0.0,0.0,-0.09383726,-0.5303979,0.0
0.0,0.0,-0.10745978,-0.27244866,0.0
0.0,0.0,-0.13653159,-0.5814395,0.0
0.0,0.0,-0.13831902,-0.035745382,0.0
0.0,0.0,-0.14605832,-0.1547885,0.0
0.0,0.0,6.148163,0.22071886,0.0
0.0,0.0,-0.1312344,0.07575774,0.0
0.0,0.0,-0.11561775,0.3123362,0.0
0.0,0.0,-0.089726925,0.5178157,0.0
0.0,0.0,-0.067974806,0.4350462,0.0
0.0,0.0,-0.04848051,0.3898794,0.0
0.0,0.0,-0.033708334,0.2954464,0.0
0.0,0.0,-0.027578115,0.122605145,0.0
0.0,0.0,-0.008877516,0.37401104,0.0
0.0,0.0,0.0094976425,0.36750445,0.0
0.0,0.0,0.039894342,0.6079332,0.0
0.0,0.0,0.050013304,0.20237792,0.0
0.0,0.0,0.07510638,0.5018649,0.0
0.0,0.0,0.07652092,0.028290153,0.0
0.0,0.0,0.100737095,0.4843222,0.0
0.0,0.0,0.11478567,0.28096676,0.0
0.0,0.0,0.11724019,0.049097538,0.0
0.0,0.0,-6.1725817,-0.13273335,0.0
0.0,0.0,0.09739232,-0.26422513,0.0
0.0,0.0,0.092607975,-0.09568846,0.0
0.0,0.0,0.0791924,-0.26831222,0.0
0.0,0.0,0.07295132,-0.124824524,0.0
0.0,0.0,0.0691092,-0.076835394,0.0
0.0,0.0,0.04463172,-0.4895538,0.0
0.0,0.0,0.029340506,-0.3058232,0.0
0.0,0.0,0.0063080788,-0.4606493,0.0
0.0,0.0,-0.02832079,-0.69257474,0.0
0.0,0.0,-0.04487872,-0.33116162,0.0
0.0,0.0,-0.06754589,-0.4533456,0.0
0.0,0.0,-0.09847164,-0.61851203,0.0
0.0,0.0,-0.112243176,-0.2754277,0.0
0.0,0.0,-0.13340902,-0.42332006,0.0
0.0,0.0,6.1496296,-0.0029354095,0.0
0.0,0.0,-0.13175225,0.036073446,0.0
0.0,0.0,-0.12581682,0.11870289,0.0
0.0,0.0,-0.1021862,0.47261643,0.0
0.0,0.0,-0.07663226,0.5110787,0.0
0.0,0.0,-0.05345559,0.46353173,0.0
0.0,0.0,-0.03260255,0.41706544,0.0
0.0,0.0,-0.020451307,0.2430211,0.0
0.0,0.0,-0.014976501,0.109496,0.0
0.0,0.0,-0.0056869984,0.18579121,0.0
0.0,0.0,0.009799957,0.30973667,0.0
0.0,0.0,0.021273375,0.22947145,0.0
0.0,0.0,0.043273687,0.44000494,0.0
0.0,0.0,0.06282878,0.3911001,0.0
0.0,0.0,0.07594466,0.26231825,0.0
