Node 0 - Component 0,Node 0 - Component 1,Node 1 - Component 0,Node 1 - Component 1
0.0,0.0,0.43937405943870544,-0.2644461989402771
0.0,0.0,0.4485589265823364,0.18369722366333008
0.0,0.0,0.4770892262458801,0.5706058740615845
0.0,0.0,0.524185836315155,0.9419323205947876
0.0,0.0,0.5877611637115479,1.271506428718567
0.0,0.0,0.6765069961547852,1.7749173641204834
0.0,0.0,0.7868582606315613,2.207024574279785
0.0,0.0,0.9355178475379944,2.9731922149658203
0.0,0.0,1.1282713413238525,3.855069637298584
0.0,0.0,1.3514158725738525,4.462889671325684
0.0,0.0,1.6199132204055786,5.369948863983154
0.0,0.0,1.9267323017120361,6.13638162612915
0.0,0.0,2.270742177963257,6.8801984786987305
0.0,0.0,2.656203031539917,7.709214210510254
0.0,0.0,3.046290636062622,7.801750659942627
0.0,0.0,-2.8556249141693115,7.625396728515625
0.0,0.0,-2.499326705932617,7.12596321105957
0.0,0.0,-2.155512809753418,6.876276969909668
0.0,0.0,-1.8346244096755981,6.417769432067871
0.0,0.0,-1.5388380289077759,5.915727615356445
0.0,0.0,-1.2661739587783813,5.453281402587891
0.0,0.0,-1.0203086137771606,4.917306423187256
0.0,0.0,-0.807559072971344,4.2549920082092285
0.0,0.0,-0.6134911775588989,3.8813579082489014
0.0,0.0,-0.4524647295475006,3.2205286026000977
0.0,0.0,-0.3036350607872009,2.976593494415283
0.0,0.0,-0.17671693861484528,2.5383622646331787
0.0,0.0,-0.04305121302604675,2.6733145713806152
0.0,0.0,0.0896560475230217,2.6541452407836914
0.0,0.0,0.2231607586145401,2.6700942516326904
0.0,0.0,0.357901394367218,2.694812536239624
0.0,0.0,0.5140056610107422,3.122084856033325
0.0,0.0,0.6872319579124451,3.464526891708374
0.0,0.0,0.8863013386726379,3.981387138366699
0.0,0.0,1.0999871492385864,4.273715019226074
0.0,0.0,1.3506219387054443,5.012697219848633
0.0,0.0,1.641214370727539,5.811849117279053
0.0,0.0,1.9727219343185425,6.63015079498291
0.0,0.0,2.352053642272949,7.586631774902344
0.0,0.0,2.7634658813476562,8.0
0.0,0.0,-3.1100900173187256,8.0
0.0,0.0,-2.7131600379943848,7.938596248626709
0.0,0.0,-2.325880527496338,7.745590686798096
0.0,0.0,-1.979102373123169,6.93556547164917
0.0,0.0,-1.661738395690918,6.3472795486450195
0.0,0.0,-1.3766002655029297,5.702761650085449
0.0,0.0,-1.1369458436965942,4.793088912963867
0.0,0.0,-0.9424493908882141,3.8899290561676025
0.0,0.0,-0.7838276028633118,3.172435998916626
0.0,0.0,-0.6557692885398865,2.5611658096313477
0.0,0.0,-0.5484714508056641,2.1459569931030273
0.0,0.0,-0.46256741881370544,1.7180804014205933
0.0,0.0,-0.3787464499473572,1.6764192581176758
0.0,0.0,-0.3207300007343292,1.1603291034698486
0.0,0.0,-0.283269464969635,0.7492106556892395
0.0,0.0,-0.26645076274871826,0.3363741338253021
0.0,0.0,-0.2549128830432892,0.23075729608535767
0.0,0.0,-0.2602323293685913,-0.10638858377933502
0.0,0.0,-0.27621138095855713,-0.31958091259002686
0.0,0.0,-0.31008437275886536,-0.6774600148200989
0.0,0.0,-0.36563098430633545,-1.110932469367981
0.0,0.0,-0.446274071931839,-1.6128613948822021
0.0,0.0,-0.5384125113487244,-1.8427692651748657
0.0,0.0,-0.6606345176696777,-2.4444398880004883
0.0,0.0,-0.8149697184562683,-3.0867040157318115
0.0,0.0,-1.0005320310592651,-3.711247444152832
0.0,0.0,-1.2080305814743042,-4.149970054626465
0.0,0.0,-1.4626755714416504,-5.092898845672607
0.0,0.0,-1.7444632053375244,-5.635752201080322
0.0,0.0,-2.075303792953491,-6.616811752319336
0.0,0.0,-2.4246785640716553,-6.987495422363281
0.0,0.0,-2.799633502960205,-7.499100685119629
0.0,0.0,3.1103246212005615,-7.464544296264648
0.0,0.0,2.741415023803711,-7.378189563751221
0.0,0.0,2.3942928314208984,-6.942445278167725
0.0,0.0,2.058833360671997,-6.709187030792236
0.0,0.0,1.7499803304672241,-6.177061557769775
0.0,0.0,1.4666328430175781,-5.666951656341553
0.0,0.0,1.2144662141799927,-5.043332576751709
0.0,0.0,0.9860057234764099,-4.56920862197876
0.0,0.0,0.7833533883094788,-4.0530476570129395
0.0,0.0,0.6045910716056824,-3.5752453804016113
0.0,0.0,0.4340692162513733,-3.41043758392334
0.0,0.0,0.28509271144866943,-2.979529857635498
0.0,0.0,0.14866101741790771,-2.7286341190338135
0.0,0.0,0.010745273903012276,-2.758314847946167
0.0,0.0,-0.1260700821876526,-2.736307144165039
0.0,0.0,-0.27978235483169556,-3.0742452144622803
0.0,0.0,-0.4415717124938965,-3.2357871532440186
0.0,0.0,-0.606508195400238,-3.2987301349639893
0.0,0.0,-0.7982627153396606,-3.835090160369873
0.0,0.0,-1.011850357055664,-4.27175235748291
0.0,0.0,-1.2682770490646362,-5.12853479385376
0.0,0.0,-1.5540111064910889,-5.714680194854736
0.0,0.0,-1.883557677268982,-6.590930938720703
0.0,0.0,-2.258289098739624,-7.494631767272949
0.0,0.0,-2.659406900405884,-8.0
0.0,0.0,-3.0911929607391357,-8.0
0.0,0.0,2.799971342086792,-7.840419769287109
0.0,0.0,2.405654191970825,-7.886341094970703
0.0,0.0,2.0418448448181152,-7.276188850402832
0.0,0.0,1.7045515775680542,-6.745864391326904
0.0,0.0,1.4114792346954346,-5.861446857452393
0.0,0.0,1.169297695159912,-4.843631744384766
0.0,0.0,0.9540964961051941,-4.304022789001465
0.0,0.0,0.7717722654342651,-3.646484613418579
0.0,0.0,0.6183620691299438,-3.068204641342163
0.0,0.0,0.488858163356781,-2.5900774002075195
0.0,0.0,0.3686574399471283,-2.404014825820923
0.0,0.0,0.27555277943611145,-1.8620929718017578
0.0,0.0,0.19106484949588776,-1.689758539199829
0.0,0.0,0.12409060448408127,-1.3394850492477417
0.0,0.0,0.06774219870567322,-1.1269681453704834
0.0,0.0,0.007855286821722984,-1.1977381706237793
0.0,0.0,-0.04232311621308327,-1.0035680532455444
0.0,0.0,-0.09719299525022507,-1.0973974466323853
0.0,0.0,-0.14426876604557037,-0.9415156245231628
0.0,0.0,-0.1942977011203766,-1.00057852268219
0.0,0.0,-0.2401149719953537,-0.9163454174995422
0.0,0.0,-0.2890743315219879,-0.9791871905326843
0.0,0.0,-0.34196600317955017,-1.0578334331512451
0.0,0.0,-0.4073931872844696,-1.3085436820983887
0.0,0.0,-0.47399601340293884,-1.3320565223693848
0.0,0.0,-0.5533958077430725,-1.5879963636398315
0.0,0.0,-0.6547892093658447,-2.0278677940368652
0.0,0.0,-0.7758280038833618,-2.420775890350342
0.0,0.0,-0.9375525712966919,-3.2344906330108643
0.0,0.0,-1.135459065437317,-3.9581298828125
0.0,0.0,-1.362562656402588,-4.542071342468262
0.0,0.0,-1.6326537132263184,-5.401823043823242
0.0,0.0,-1.936632752418518,-6.0795793533325195
0.0,0.0,-2.2777671813964844,-6.822687149047852
0.0,0.0,-2.6583497524261475,-7.611652374267578
0.0,0.0,-3.062408447265625,-8.0
0.0,0.0,2.8199095726013184,-8.0
0.0,0.0,2.4344918727874756,-7.708353519439697
0.0,0.0,2.075665235519409,-7.176534175872803
0.0,0.0,1.754256010055542,-6.42818546295166
0.0,0.0,1.4742804765701294,-5.599509239196777
0.0,0.0,1.2295730113983154,-4.894148826599121
0.0,0.0,1.032099962234497,-3.9494614601135254
0.0,0.0,0.8628429174423218,-3.3851406574249268
0.0,0.0,0.7201504111289978,-2.853851079940796
0.0,0.0,0.6139466762542725,-2.1240737438201904
0.0,0.0,0.5385324954986572,-1.5082838535308838
0.0,0.0,0.48846784234046936,-1.0012930631637573
0.0,0.0,0.4440077543258667,-0.8892018795013428
0.0,0.0,0.42824071645736694,-0.3153407573699951
0.0,0.0,0.43447357416152954,0.1246572956442833
0.0,0.0,0.4714568555355072,0.7396652102470398
0.0,0.0,0.514955461025238,0.8699727058410645
0.0,0.0,0.5879665017127991,1.460220456123352
0.0,0.0,0.6716524362564087,1.673718810081482
0.0,0.0,0.7821406722068787,2.2097647190093994
0.0,0.0,0.907773494720459,2.5126564502716064
0.0,0.0,1.073401689529419,3.312562942504883
0.0,0.0,1.281205415725708,4.156075954437256
0.0,0.0,1.527020812034607,4.916306972503662
0.0,0.0,1.8075157403945923,5.609898090362549
0.0,0.0,2.111539840698242,6.0804829597473145
0.0,0.0,2.453636646270752,6.841934680938721
0.0,0.0,2.818150520324707,7.290279865264893
0.0,0.0,-3.0819404125213623,7.661887168884277
0.0,0.0,-2.6900901794433594,7.8370041847229
0.0,0.0,-2.3003361225128174,7.795078277587891
0.0,0.0,-1.9278637170791626,7.44944953918457
0.0,0.0,-1.6051745414733887,6.4537835121154785
0.0,0.0,-1.3241639137268066,5.620213508605957
0.0,0.0,-1.0726187229156494,5.030902862548828
0.0,0.0,-0.8638667464256287,4.175039768218994
0.0,0.0,-0.6829971671104431,3.61739182472229
0.0,0.0,-0.5391644239425659,2.8766541481018066
0.0,0.0,-0.42358505725860596,2.3115875720977783
0.0,0.0,-0.3378636837005615,1.7144272327423096
0.0,0.0,-0.25576159358024597,1.6420416831970215
0.0,0.0,-0.19142861664295197,1.2866597175598145
0.0,0.0,-0.13886988162994385,1.051174521446228
0.0,0.0,-0.07865961641073227,1.2042053937911987
0.0,0.0,-0.015263608656823635,1.2679201364517212
0.0,0.0,0.03351520374417305,0.9755762219429016
0.0,0.0,0.0734914243221283,0.7995244264602661
0.0,0.0,0.11986543983221054,0.9274803996086121
0.0,0.0,0.17304052412509918,1.0635014772415161
0.0,0.0,0.22480906546115875,1.035370945930481
0.0,0.0,0.29796352982521057,1.4630894660949707
0.0,0.0,0.3855460286140442,1.7516496181488037
0.0,0.0,0.4882999360561371,2.0550780296325684
0.0,0.0,0.6113433241844177,2.4608681201934814
0.0,0.0,0.7628141641616821,3.0294172763824463
0.0,0.0,0.9345543384552002,3.4348032474517822
0.0,0.0,1.1334036588668823,3.9769866466522217
0.0,0.0,1.3575180768966675,4.4822869300842285
0.0,0.0,1.6088684797286987,5.0270094871521
0.0,0.0,1.9110230207443237,6.043089389801025
0.0,0.0,2.2557144165039062,6.893829345703125
0.0,0.0,2.629162311553955,7.468957901000977
0.0,0.0,3.0128188133239746,7.673129081726074
0.0,0.0,-2.88926362991333,7.62205696105957
0.0,0.0,-2.5307822227478027,7.1696295738220215
0.0,0.0,-2.1957757472991943,6.700130462646484
