Node 0 - Component 0,Node 0 - Component 1,Node 0 - Component 2,Node 0 - Component 3,Node 1 - Component 0,Node 1 - Component 1,Node 1 - Component 2,Node 1 - Component 3,Node 2 - Component 0,Node 2 - Component 1,Node 2 - Component 2,Node 2 - Component 3,Node 3 - Component 0,Node 3 - Component 1,Node 3 - Component 2,Node 3 - Component 3,Node 4 - Component 0,Node 4 - Component 1,Node 4 - Component 2,Node 4 - Component 3,Node 5 - Component 0,Node 5 - Component 1,Node 5 - Component 2,Node 5 - Component 3,Node 6 - Component 0,Node 6 - Component 1,Node 6 - Component 2,Node 6 - Component 3
1.2458420991897583,-0.17376108467578888,-0.0022562763188034296,0.3032630980014801,0.0025094859302043915,1.1610366106033325,0.0025094859302043915,1.1610366106033325,-0.007016523741185665,-1.9347530603408813,-0.007016523741185665,-1.9347530603408813,0.026520414277911186,5.31492805480957,0.026520414277911186,5.31492805480957,0.0043228184804320335,-0.19511857628822327,0.0043228184804320335,-0.19511857628822327,0.002521469723433256,1.125647783279419,0.002521469723433256,1.125647783279419,0.007529993541538715,2.758169412612915,0.007529993541538715,2.758169412612915
1.2433325052261353,-0.4567922353744507,-0.011864963918924332,-2.6286540031433105,-0.014548450708389282,-5.133675575256348,-0.014548450708389282,-5.133675575256348,0.0023278321605175734,3.8697445392608643,0.0023278321605175734,3.8697445392608643,0.06753724068403244,5.06473445892334,0.06753724068403244,5.06473445892334,-0.011755997315049171,-3.7010109424591064,-0.011755997315049171,-3.7010109424591064,0.009285826236009598,0.6120073795318604,0.009285826236009598,0.6120073795318604,0.08761915564537048,10.0,0.08761915564537048,10.0
1.2394828796386719,-0.5106011033058167,-0.04328547418117523,-5.243367671966553,-0.05614529550075531,-5.306349754333496,-0.05614529550075531,-5.306349754333496,0.009706285782158375,-1.9431400299072266,0.009706285782158375,-1.9431400299072266,0.15292580425739288,10.0,0.15292580425739288,10.0,-0.05090504139661789,-6.146984100341797,-0.05090504139661789,-6.146984100341797,0.013475380837917328,0.4393833577632904,0.013475380837917328,0.4393833577632904,0.1761428862810135,5.014269828796387,0.1761428862810135,5.014269828796387
1.2341047525405884,-0.8270511627197266,-0.05840156599879265,1.445491909980774,-0.05650338530540466,5.165761947631836,-0.05650338530540466,5.165761947631836,-0.027566205710172653,-7.230348110198975,-0.027566205710172653,-7.230348110198975,0.32287266850471497,10.0,0.32287266850471497,10.0,-0.0658981129527092,2.3479433059692383,-0.0658981129527092,2.3479433059692383,0.012246968224644661,-0.5841623544692993,0.012246968224644661,-0.5841623544692993,0.2729152739048004,10.0,0.2729152739048004,10.0
1.2278544902801514,-0.7441810965538025,-0.04209600389003754,2.616443395614624,-0.003952741157263517,7.947460174560547,-0.003952741157263517,7.947460174560547,-0.09389228373765945,-9.39542007446289,-0.09389228373765945,-9.39542007446289,0.5188575387001038,10.0,0.5188575387001038,10.0,-0.04226396605372429,3.5235915184020996,-0.04226396605372429,3.5235915184020996,0.009353667497634888,-0.18774370849132538,0.009353667497634888,-0.18774370849132538,0.38124823570251465,7.994890213012695,0.38124823570251465,7.994890213012695
1.2212437391281128,-0.9141838550567627,-0.043090853840112686,-2.7876598834991455,0.04151226580142975,3.5231313705444336,0.04151226580142975,3.5231313705444336,-0.18247456848621368,-10.0,-0.18247456848621368,-10.0,0.7130447030067444,10.0,0.7130447030067444,10.0,-0.03907567635178566,-2.6239874362945557,-0.03907567635178566,-2.6239874362945557,0.00897273700684309,0.058808356523513794,0.00897273700684309,0.058808356523513794,0.44123169779777527,7.029932498931885,0.44123169779777527,7.029932498931885
1.2131305932998657,-1.0956600904464722,-0.0728718563914299,-4.468899250030518,0.0589030385017395,1.089844822883606,0.0589030385017395,1.089844822883606,-0.28287872672080994,-10.0,-0.28287872672080994,-10.0,0.877976655960083,10.0,0.877976655960083,10.0,-0.0669504851102829,-4.085507869720459,-0.0669504851102829,-4.085507869720459,0.008751176297664642,-0.09122162312269211,0.008751176297664642,-0.09122162312269211,0.5494929552078247,10.0,0.5494929552078247,10.0
1.2048519849777222,-0.8076899647712708,-0.11422321945428848,-5.657210350036621,0.06287359446287155,0.006905285641551018,0.06287359446287155,0.006905285641551018,-0.39068183302879333,-10.0,-0.39068183302879333,-10.0,0.9278254508972168,-1.684031367301941,0.9278254508972168,-1.684031367301941,-0.08852111548185349,-0.9866300225257874,-0.08852111548185349,-0.9866300225257874,-0.0256786085665226,-8.947161674499512,-0.0256786085665226,-8.947161674499512,0.7292620539665222,10.0,0.7292620539665222,10.0
1.199829339981079,-0.48879849910736084,-0.17627763748168945,-9.79980754852295,0.02426498755812645,-9.423641204833984,0.02426498755812645,-9.423641204833984,-0.4658769965171814,-4.9845356941223145,-0.4658769965171814,-4.9845356941223145,0.8627172708511353,-10.0,0.8627172708511353,-10.0,-0.12199827283620834,-7.5767059326171875,-0.12199827283620834,-7.5767059326171875,-0.0880868211388588,-5.884223461151123,-0.0880868211388588,-5.884223461151123,0.8827009797096252,10.0,0.8827009797096252,10.0
1.1956181526184082,-0.6255086660385132,-0.2782832086086273,-10.0,-0.08380144834518433,-10.0,-0.08380144834518433,-10.0,-0.4938974380493164,-2.02420711517334,-0.4938974380493164,-2.02420711517334,0.7156513929367065,-10.0,0.7156513929367065,-10.0,-0.21131429076194763,-10.0,-0.21131429076194763,-10.0,-0.12957200407981873,-4.7410430908203125,-0.12957200407981873,-4.7410430908203125,0.9453222751617432,4.009827613830566,0.9453222751617432,4.009827613830566
