DDPG
-911.3704034705805
-1720.5219930089338
-944.4611698058039
-1467.6439763953997
-1087.0158154984538
-1617.8626758752346
-1386.232400666627
-1533.6600615828486
-1416.50132719744
-1602.070701133237
-1627.7757247759191
-1077.6063133507812
-1432.44218701607
-1396.4586681374458
-1246.6143757674129
-1486.5208562650823
-1419.6572890871607
-1081.6056573711
-1464.821406244198
-1276.2126780681745
-1294.243775731946
-1120.5881702153956
-1080.6903721446556
-953.4906886458583
-1362.644357914589
-861.1825550759447
-873.4509279608396
-1544.3658767084178
-1029.5290353684932
-1373.9594207477594
-1059.2586831653437
-1126.182646241222
-1375.221104493818
-1334.7450450933543
-1163.3920346130565
-908.0475714036551
-1081.4014903433967
-921.8023288856612
-961.5739147393568
-1593.8850389134045
-521.2476176509057
-1270.8898131560388
-525.2312198302499
-679.87167885219
-530.8609798709393
-837.2873685971114
-692.497876447386
-643.2170062570455
-375.5487685582105
-137.8156863579113
-624.9636205368413
-1392.6047598872412
-490.37560574205395
-128.32301714928187
-494.3202210401811
-377.8790203215637
-1473.4224275027632
-122.4767235039512
-608.1696956740853
-249.85120071807168
-260.94590574511324
-378.8549433070967
-843.6024840239128
-128.3016670237298
-132.32814649430173
-5.155063586546776
-372.49724400926056
-121.92987642197542
-133.35201645550143
-262.6392444698726
-1589.2528098903847
-130.18313039376955
-4.662562349299923
-262.59029446839367
-126.82293477975361
-503.5449432351281
-3.672572390954867
-2.9656941978218394
-259.50543409473
-3.5984857623817423
-381.47732562561623
-3.6655588810607256
-134.51881977702752
-554.5831016358719
-264.23229048642037
-119.40453557516474
-370.2896265061223
-130.78615373938013
-384.5111210159001
-3.5474171403642383
-128.23155309632244
-4.292410122985277
-258.6106038911001
-129.0367203462974
-3.9775185253670613
-4.142651157850505
-249.61549888583355
-257.4477193559914
-123.61071095804071
-121.99785196524059
-385.368141405142
-129.26044506412154
-258.1270374473568
-122.30472902807546
-125.81663987602735
-1.4729085326823448
-129.8889936529584
-118.89499240355863
-260.39067438803016
-261.9604268019642
-378.17032849469024
-359.973832859715
-545.6790327349091
-127.64729422091894
-121.1542903165169
-119.87882010842493
-118.91363053209331
-126.09998213262747
-256.93830794539275
-354.08924429442374
-240.9504227680818
-133.75280309996486
-1141.239415306845
-135.89361555072543
-116.44207164624764
-346.6907610926133
-0.8820634095036525
-118.63433655532604
-125.29914805090084
-384.9763232004711
-2.5564264408815283
-121.51569449966185
-123.03571816855894
-412.9452320441188
-261.90540769856506
-130.82652795426068
-124.22451365086242
-3.414777754669077
-126.53290618019075
-381.516199384104
-124.53463965515921
-255.1241158898142
-123.18485106556581
-495.21290001763987
-491.0458837753393
-130.77650176534556
-130.9775581412248
-119.2927907489629
-252.22853037161542
-134.60571378746806
-439.7741472742041
-132.42472856229747
-347.0207569160943
-127.3844591835605
-0.7201564299082668
-0.9505156433313999
-249.01150232616973
-120.07888698860143
-287.25177352855684
-527.3237555016398
-237.72908339225455
-134.10803521067047
-244.14652098231764
-133.38816948032783
-131.2045192320556
-116.67100353525939
-474.56421592999675
-252.1820972156913
-128.00395477102924
-132.06538348424024
-253.9681934156498
-126.19455185962445
-132.16528934229254
-1.0383090156349788
-1.050353725695732
-121.9505073508921
-386.5022762533994
-243.85581923034317
-1.697077206275068
-366.2522472571629
-124.20824805045227
-118.37986036702257
-120.46265566779846
-347.3295770336105
-235.1658527241251
-245.32341826284755
-117.77663811139497
-240.8998698372451
-365.7291560105623
-362.568578544962
-250.96129249734926
-123.55829299770394
-253.91838683034038
-129.7281876332024
-133.6644821731209
-119.91823599184555
-1.6885567406945863
-126.915610992719
-236.09635440981805
-251.1176914203166
-2.9850956697669555
-123.68036124643929
-134.2734386995805
-258.25891419799956
-117.07579910796863
-135.59629407096998
-127.9666069037284
-343.08716985306313
-121.10093278006353
-133.7960944215931
-121.01758831747595
-335.123360511431
-328.22750863398824
-132.95617521297672
-121.61480213000421
-129.96954516960014
-125.76077209361407
-127.11524488587352
-5.26517064207788
-122.8079058195173
-131.24616043549943
-120.81119342939992
-353.7864076678243
-5.186137382637772
-133.20556450489568
-279.69826545121464
-137.5187969653704
-125.63863944599338
-127.9338765545217
-135.77736527466303
-1.7358814705824195
-131.98996956165234
-359.4658584291866
-128.85320467200444
-124.91576750098397
-1.78034005060134
-121.34508936326984
-126.89239263978422
-131.27269951377332
-130.07599296732573
-127.78252360426823
-115.83662182598027
-240.61973121195112
-119.57477933985798
-132.13192852873357
-128.04154216418289
-119.91856198679403
-133.00762003294238
-238.74086653564606
-127.55450275888461
-239.1998929488886
-133.94357741923636
-123.7894498949923
-388.8909669301881
-3.7331013102422306
-2.2578169652376787
-124.47205461902239
-248.99069767380087
-1.865692433406951
-123.77597194175254
-3.3137063150087362
-128.96075404605625
-132.5460438388016
-121.66187214987919
-130.78661099863663
-236.5593035177136
-121.36238070084333
-129.97801326544405
-130.06458737130154
-132.87323460588377
-339.44630788287105
-132.3048223146161
-130.60443808205335
-338.8665729340697
-135.99500168783197
-134.56156684175156
-371.1367707793223
-130.76003968583262
-6.100683987873388
-126.75555454594002
-124.36677364719142
-129.30330536117305
-238.7572591894286
-0.7045406261268257
-124.73716301279318
-134.0049597583905
-229.32270652101613
-356.8542232805547
-132.3709938408527
-261.11913785009534
-241.1607449916855
-125.78620357769762
-133.734075026535
-135.4154627203113
-233.80391356273935
-3.476476794769399
-122.52331000394481
-132.02400020309983
-130.0407630515063
-244.26700115301134
-124.91732092966352
-235.74222303724812
-129.2896595930152
-131.99728061153567
-1.8391306911376504
-229.0097223987037
-251.46349516851018
-357.4246645676859
-131.43879018720088
-126.63980472351051
-124.79546791132653
-124.6999364321576
-130.63153634576494
-120.95710287770872
-130.8182305266058
-331.7529886982085
-243.4760041414696
-222.7039806675996
-241.92670911639647
-133.4946848828957
-128.17502383267959
-131.67664051339918
-3.8083505087989886
-121.63990937674959
-6.4992462415830845
-234.62482368841708
-231.338517899934
-3.6711847226780434
-132.66527053633567
-117.5056773996891
-241.24340250337656
-232.92388451354572
-128.36453539829827
-358.4500436861266
-130.1970947973061
-136.38509581527896
-129.593861933181
-122.71014904553556
-130.41911028457253
-244.1762996173578
-239.2747421454267
-128.87352976369252
-227.97291184852713
-126.45195975261265
-245.10249731183228
-125.4349038819448
-123.3606157542862
-242.0976695588099
-261.7192829690236
-124.58299768890608
-127.97721908306458
-246.1154169682324
-123.34735818568822
-292.3072686505911
-133.00538615058701
-134.47673566059814
-132.63458369448924
-255.5776576010168
-234.3554754893846
-119.48212968790146
-128.22464224477275
-129.39648969875256
-124.13596655334261
-243.4572132096085
-137.52160677504042
-135.5340486594081
-250.22116351008984
-129.41449793859599
-9.006838881292126
-139.70370869708543
-8.801887990575175
-134.58346911322928
-6.304852730667132
-122.49260304495445
-341.07708165998486
-130.79915447394663
-127.44893443860437
-303.6378699155022
-131.0911756749717
-129.52374350304325
-252.88355851837267
-368.9521739581095
-243.70672025962585
-254.5504711906665
-128.0112835971001
-137.08763831422576
-134.69496348753677
-337.2154884235147
-8.949934237421896
-370.2470116879629
-128.35930002934865
-132.25617911767137
-135.18850042269236
-138.6692511852438
-325.94949475500806
-137.34332921198245
-136.99526728175923
-7.83915648278742
-127.96427433691468
-241.29551484269825
-137.5266341881258
-120.88896549589545
-8.263995886362274
-133.4413760331871
-141.54935364472607
-121.63091972881423
-249.08914980197707
-130.73190841407808
-134.03954318240454
-128.7769927454925
-11.73257847068049
-12.775226885733648
-244.93580125247033
-126.2571986308396
-10.885231812603356
-125.01832739797057
-243.63455974985243
-131.75348076673086
-130.71422337057746
-331.0460353429979
-127.54232092067274
-121.63930511247186
-120.00068853178269
-131.34382024028605
-247.0740099403119
-132.5086157940902
-365.1341181369528
-135.58408859376763
-130.58929770119147
-129.15991797235597
-341.92567998267197
-244.82989881876316
-251.03525501882856
-9.311720724983829
-130.2887306137327
-241.1624289685168
-131.24316798542756
-231.4986616853292
-7.9319810740866155
-127.80635088673051
-9.65260639344225
-8.573917332132497
-123.3854885738838
-129.9581513099563
-135.62499788243534
-249.35986967044465
-135.90687558170677
-134.45741909648416
-340.4859845949008
-129.00461498060446
-239.30025440130072
-138.1151852820841
-242.79684339430446
-230.7487937476421
-132.77346817513006
-139.26535124334603
-10.092129869669172
-137.84307096618443
-129.20344934993915
-133.73708152273784
-238.6016102209405
-137.36056622296854
-121.80972510212392
-227.6506596834555
-125.1822655804847
-133.75926507958297
-246.334147702889
-9.093119134902345
-130.6657308982197
-126.73869721106959
-137.88802717214065
-136.81442474513207
-10.862652574453428
-371.70036832620906
-233.1661937731754
-7.3138745895588935
-347.6270788616435
-240.0140364866938
-127.50570803983682
-6.472880478660487
-132.18569907813682
-122.47574820233703
-225.27175935130293
-129.26860334820506
-238.34018530412737
-125.49214923887672
-133.36493680123874
-123.3773574961995
-121.0873809416859
-7.293552825442992
-120.00859649156753
-119.43398438305921
-254.74365046304143
-129.41195149657153
-354.3124487490829
-6.424101092440715
-123.98624856942482
-122.835648635841
-131.04807868379535
-7.531831162551934
-7.050741726303683
-127.52753597965281
-130.24132996182473
-120.16223714360392
-133.05375078401875
-135.4058021059729
-124.13795128391037
-137.52508594301875
-125.24873259201814
-127.99543279504985
-6.803754500188078
-124.67057502692575
-236.50927169332144
-243.89055659112523
-122.71613233408512
-7.659897686431881
-126.03925198833203
-232.2971731033824
-336.79278987278775
-243.03741300667335
-252.85989517745966
-133.38101428435473
-129.60101066491688
-238.85627504951128
-128.5366117413808
-122.45731638709788
-141.56667320211298
-250.0341372450156
-369.29313732359685
-126.93591939119987
-129.82307873686165
-230.26051526520297
-350.39779935200244
-247.08605601219415
-248.76794190372254
-12.239325949880582
-11.742197765123166
-133.57741902323323
-235.95542681418166
-242.82652867291858
-12.075634618670279
-142.5068675874881
-244.99306971467715
-125.70156041387808
-350.51234405621767
-136.1067713829405
-141.96753744060916
-347.9895134282293
-136.75982258531081
-14.016729279021556
-246.73051283496036
-364.6459610864836
-257.94589628907516
-12.704864602422628
-12.294952505683067
-135.84996017991662
-129.50914421323986
-12.200589212493357
-244.2959568295671
-332.1530102655633
-131.32337879333667
-131.80137595693273
-223.7268195774423
-128.9248784486583
-1.6245277095612598
-333.1270124664313
-119.50021482604984
-123.60595385917465
-337.4809770773372
-1.8333495881716213
-119.51761215608248
-129.54616471411885
-232.1302609241252
-127.46590046539137
-129.06486034103912
-123.93557417378047
-234.1788806665472
-341.6601563471537
-233.25091150760443
-123.36286945733926
-375.6161379026933
-120.46394321423222
-3.429725781982656
-128.51310513467388
-131.43019606303295
-123.1929555141845
-127.18646445040528
-129.9118113039255
-333.9680267267743
-228.03207191335156
-125.28438261787731
-234.51340733523634
-122.56888526026883
-230.63239999164833
-128.74466013740107
-130.54603110895195
-242.0611777932744
-119.51067912522815
-131.36452337456657
-131.169871026902
-123.25951081515139
-126.96109156025943
-120.33075358147002
-246.63529830852983
-2.3236641659429096
-2.3452961496935867
-117.07952625489447
-345.66103042072837
-286.3231425784837
-123.15539181107596
-5.23775534308899
-226.61683281692086
-220.6387220603759
-8.894638244067355
-16.167343490284967
-297.74047388971076
-14.225774342877756
-256.1227018112206
-229.38923254402448
-120.93036187598973
-118.77272139653003
-127.23634090499398
-121.52198897934913
-230.03910414666944
-2.025798575426524
-352.6880140754915
-238.43443786670235
-124.36080764091018
-3.8665053527611084
-242.2583638886774
-114.73233230874258
-126.9639385595329
-121.93115106679271
-128.26952154837713
-118.37326306997653
-232.4340720961274
-1.5305387933450585
-126.37901471989356
-3.850596456441605
-121.34307324214599
-242.969422016588
-120.57981339717819
-227.53262084311282
-121.14024306109313
-229.56499523908153
-121.49707892646501
-232.52449126730798
-127.83470428526819
-136.3767067515401
-2.2045649492581263
-2.4291818354880106
-234.20110741818465
-3.033707353689003
-375.8661689681252
-225.78575002946968
-247.7219786009965
-120.96407703170127
-116.39690437255797
-3.615783882854792
-365.4667636565485
-126.68616906360599
-116.30731191292503
-128.24065381147093
-316.76903637902643
-2.5873540498765117
-131.56478746657316
-3.8890262891624467
-264.43548637079556
-246.80700260781526
-330.43240716756054
-126.05071842154551
-133.46225888482016
-261.06129010585795
-124.79374365767376
-128.64370936902495
