Node 0 - Component 0,Node 0 - Component 1,Node 0 - Component 2,Node 0 - Component 3,Node 1 - Component 0,Node 1 - Component 1,Node 1 - Component 2,Node 1 - Component 3,Node 2 - Component 0,Node 2 - Component 1,Node 2 - Component 2,Node 2 - Component 3,Node 3 - Component 0,Node 3 - Component 1,Node 3 - Component 2,Node 3 - Component 3,Node 4 - Component 0,Node 4 - Component 1,Node 4 - Component 2,Node 4 - Component 3,Node 5 - Component 0,Node 5 - Component 1,Node 5 - Component 2,Node 5 - Component 3,Node 6 - Component 0,Node 6 - Component 1,Node 6 - Component 2,Node 6 - Component 3
0.02863556332886219,-0.7367969155311584,-0.11257784068584442,-0.7537299990653992,0.08429517596960068,0.6170241832733154,0.08429517596960068,0.6170241832733154,-0.04331846535205841,-1.0385446548461914,-0.04331846535205841,-1.0385446548461914,0.09559972584247589,2.1334357261657715,0.09559972584247589,2.1334357261657715,-0.042303089052438736,1.1086210012435913,-0.042303089052438736,1.1086210012435913,0.12045910209417343,4.523194313049316,0.12045910209417343,4.523194313049316,0.045037925243377686,3.306572198867798,0.045037925243377686,3.306572198867798
-0.02209526114165783,-1.189264178276062,-0.16678279638290405,-0.9904179573059082,-0.06717650592327118,-4.102076053619385,-0.06717650592327118,-4.102076053619385,0.2137759029865265,6.596500873565674,0.2137759029865265,6.596500873565674,0.11331947892904282,-0.5991999506950378,0.11331947892904282,-0.5991999506950378,-0.04198862612247467,0.03515319898724556,-0.04198862612247467,0.03515319898724556,0.4002426266670227,4.614537239074707,0.4002426266670227,4.614537239074707,0.4371028542518616,7.762759208679199,0.4371028542518616,7.762759208679199
-0.09784722328186035,-1.7640875577926636,-0.14669160544872284,1.1674233675003052,-0.32305416464805603,-6.135162353515625,-0.32305416464805603,-6.135162353515625,-0.05519948527216911,-10.480361938476562,-0.05519948527216911,-10.480361938476562,0.2911754548549652,4.7964277267456055,0.2911754548549652,4.7964277267456055,0.06371937692165375,2.3919873237609863,0.06371937692165375,2.3919873237609863,0.501605749130249,0.15414223074913025,0.501605749130249,0.15414223074913025,-0.11313600093126297,-16.31891441345215,-0.11313600093126297,-16.31891441345215
-0.18009918928146362,-1.3723689317703247,-0.12674033641815186,0.3647175133228302,-0.14838425815105438,8.37448787689209,-0.14838425815105438,8.37448787689209,-0.42302313446998596,-3.5254886150360107,-0.42302313446998596,-3.5254886150360107,0.3239557445049286,-1.6295737028121948,0.3239557445049286,-1.6295737028121948,0.2721882462501526,3.8494653701782227,0.2721882462501526,3.8494653701782227,0.5060425996780396,2.1350831985473633,0.5060425996780396,2.1350831985473633,-0.02736472338438034,8.114707946777344,-0.02736472338438034,8.114707946777344
-0.2353326678276062,-0.5543344020843506,-0.0322992280125618,2.015655994415283,0.33559510111808777,7.952554702758789,0.33559510111808777,7.952554702758789,-0.42078810930252075,-8.401162147521973,-0.42078810930252075,-8.401162147521973,-0.120874784886837,-18.319204330444336,-0.120874784886837,-18.319204330444336,0.08324042707681656,-6.348288536071777,0.08324042707681656,-6.348288536071777,0.5243144631385803,0.6164818406105042,0.5243144631385803,0.6164818406105042,0.02939055860042572,-2.109560966491699,0.02939055860042572,-2.109560966491699
-0.2485627979040146,-0.017798764631152153,0.11292578279972076,3.089540719985962,0.3505743741989136,-3.531609535217285,0.3505743741989136,-3.531609535217285,-0.6345893144607544,-3.4381399154663086,-0.6345893144607544,-3.4381399154663086,-0.5068596601486206,-2.1330785751342773,-0.5068596601486206,-2.1330785751342773,-0.19384412467479706,-3.893775463104248,-0.19384412467479706,-3.893775463104248,0.44659024477005005,-2.459864854812622,0.44659024477005005,-2.459864854812622,0.013756247237324715,0.11585601419210434,0.013756247237324715,0.11585601419210434
-0.22390606999397278,0.6041151881217957,0.20261546969413757,0.6741734743118286,0.19526821374893188,-2.531496047973633,0.19526821374893188,-2.531496047973633,-0.6779688596725464,1.2252641916275024,-0.6779688596725464,1.2252641916275024,-0.5118112564086914,0.45333540439605713,-0.5118112564086914,0.45333540439605713,-0.07828689366579056,4.524333477020264,-0.07828689366579056,4.524333477020264,0.09995748847723007,-6.678461074829102,0.09995748847723007,-6.678461074829102,0.324015736579895,7.354880332946777,0.324015736579895,7.354880332946777
-0.17995887994766235,0.8263543248176575,0.23906542360782623,0.2918239235877991,0.12616750597953796,-0.7070997357368469,0.12616750597953796,-0.7070997357368469,-0.5819467902183533,2.1906940937042236,-0.5819467902183533,2.1906940937042236,-0.5188623070716858,0.17907658219337463,-0.5188623070716858,0.17907658219337463,0.24356909096240997,5.799112319946289,0.24356909096240997,5.799112319946289,-0.35933271050453186,-8.20395565032959,-0.35933271050453186,-8.20395565032959,0.29851219058036804,-3.285090684890747,0.29851219058036804,-3.285090684890747
-0.12450001388788223,1.177366018295288,0.15787550806999207,-2.4524402618408203,-0.12515556812286377,-5.979228496551514,-0.12515556812286377,-5.979228496551514,-0.1373586803674698,11.793411254882812,-0.1373586803674698,11.793411254882812,-0.5224034786224365,0.21807068586349487,-0.5224034786224365,0.21807068586349487,0.09761735051870346,-6.227290630340576,0.09761735051870346,-6.227290630340576,-0.18314993381500244,6.7840189933776855,-0.18314993381500244,6.7840189933776855,0.09817441552877426,-3.2984416484832764,0.09817441552877426,-3.2984416484832764
-0.08109728246927261,0.7926490306854248,0.08573228865861893,-0.5693129301071167,-0.3804190158843994,-3.5692484378814697,-0.3804190158843994,-3.5692484378814697,0.174393892288208,1.5710482597351074,0.174393892288208,1.5710482597351074,-0.34675177931785583,4.737153053283691,-0.34675177931785583,4.737153053283691,-0.2265602946281433,-5.102632999420166,-0.2265602946281433,-5.102632999420166,-0.1541963815689087,-0.7803800702095032,-0.1541963815689087,-0.7803800702095032,0.1110309287905693,1.281555414199829,0.1110309287905693,1.281555414199829
-0.05956651642918587,0.16259004175662994,0.08687501400709152,0.08499468117952347,-0.4789603650569916,-1.294106364250183,-0.4789603650569916,-1.294106364250183,-0.12070292234420776,-8.146463394165039,-0.12070292234420776,-8.146463394165039,-0.06687259674072266,4.86062479019165,-0.06687259674072266,4.86062479019165,-0.391349196434021,-2.228095769882202,-0.391349196434021,-2.228095769882202,-0.3832596242427826,-5.146437644958496,-0.3832596242427826,-5.146437644958496,0.17418119311332703,0.708283007144928,0.17418119311332703,0.708283007144928
