Node 0 - Component 0,Node 0 - Component 1,Node 0 - Component 2,Node 0 - Component 3,Node 0 - Component 4,Node 0 - Component 5
-1.1122733,1.0160878,0.0,6.1822944,1.3943443,0.0
-1.5602319,0.0,0.0,0.0,0.0,0.0
0.26830503,0.24063855,-0.09659626,5.249262,0.53923464,2.2797735
0.054315537,-0.014943948,-0.19295542,1.3440876,-14.503211,6.6041737
-2.4997892,0.0,0.0,-0.47002983,0.0,0.0
-0.100867145,-0.16872548,-0.32844067,-1.2074087,-6.807778,6.0122485
-2.5880463,0.0,0.0,3.9487774,0.0,0.0
0.8850479,-1.2307163,0.0,-3.2366962,-3.9833596,0.0
-0.93783337,0.0,0.0,1.1092868,0.0,0.0
-1.1025643,1.1128094,0.0,7.05001,-1.6991042,0.0
-1.574148,0.0,0.0,0.0,0.0,0.0
0.21042915,0.24474125,-0.065712884,-2.782546,3.001014,-0.52221847
0.0632392,0.009851893,-0.33234864,2.1221259,-6.1851645,4.411043
-2.4146106,0.0,0.0,0.9224224,0.0,0.0
-0.09486311,-0.15366663,-0.39559194,2.344804,-3.5923512,4.627064
-2.5067005,0.0,0.0,3.925515,0.0,0.0
0.9444744,-1.2353802,0.0,1.464514,-4.1098495,0.0
-1.0035669,0.0,0.0,7.019725,0.0,0.0
-1.0342999,1.1979245,0.0,4.5790563,-0.180843,0.0
-1.5859052,0.0,0.0,0.0,0.0,0.0
0.21812794,0.20711365,-0.062008686,-2.391568,-1.2259605,2.8501856
0.097285464,-0.010736563,-0.40329167,-2.87936,-3.6505654,8.585852
-2.3115518,0.0,0.0,-3.2419515,0.0,0.0
-0.12661198,-0.084431015,-0.48387662,4.974243,-7.2902427,2.4956987
-2.4559073,0.0,0.0,-0.9783547,0.0,0.0
0.9610969,-1.2164397,0.0,1.352961,-3.669409,0.0
-1.0582111,0.0,0.0,1.6716805,0.0,0.0
-0.9727491,1.2583565,0.0,3.7693186,0.58684355,0.0
-1.5828896,0.0,0.0,0.0,0.0,0.0
0.23982772,0.18256405,-0.0499504,-1.0895064,2.0763617,-0.4188192
0.10888057,-0.022818862,-0.46380767,0.29802012,-4.2193522,-2.0517578
-2.275841,0.0,0.0,1.3096652,0.0,0.0
-0.13354912,-0.049724493,-0.57474715,1.049923,-5.333515,-3.0761302
-2.468133,0.0,0.0,1.1046576,0.0,0.0
0.9642378,-1.2050452,0.0,0.18389094,-2.2767797,0.0
-1.102565,0.0,0.0,-0.75497663,0.0,0.0
-0.96564037,1.3253273,0.0,4.8671417,0.15425968,0.0
-1.5778925,0.0,0.0,0.0,0.0,0.0
0.22155203,0.18134576,-0.02244813,0.6182313,1.605245,-1.5542217
0.093395196,-0.0038736947,-0.5428858,1.6416883,-5.952859,-5.636325
-2.3394961,0.0,0.0,1.5800431,0.0,0.0
-0.10942986,-0.04732305,-0.6481049,0.1430819,-4.3095536,-5.9922853
-2.5375216,0.0,0.0,2.1182263,0.0,0.0
0.9908724,-1.222036,0.0,-2.0402124,1.614198,0.0
-1.1034124,0.0,0.0,2.5461426,0.0,0.0
-0.9510597,1.414433,0.0,6.6713457,3.7486424,0.0
-1.5434623,0.0,0.0,0.0,0.0,0.0
0.211713,0.14814743,0.0044736154,-3.6666245,1.8434584,-2.8225486
0.05843687,-0.0143486485,-0.58434284,-2.244154,-0.9284558,-4.7762446
-2.4165475,0.0,0.0,2.9882607,0.0,0.0
-0.07322785,-0.03485488,-0.67262405,0.99693865,0.12943506,-4.4870763
-2.6154723,0.0,0.0,0.39957917,0.0,0.0
1.0060695,-1.2365779,0.0,-0.5136715,2.8302994,0.0
-1.0708563,0.0,0.0,4.810314,0.0,0.0
-0.89314073,1.480452,0.0,3.03406,-2.20287,0.0
-1.5407213,0.0,0.0,0.0,0.0,0.0
0.19966653,0.1424239,0.017315676,0.7402222,0.052078247,-3.5267758
0.012156095,-0.037319414,-0.6716072,-1.1193913,-8.772345,-6.6430755
-2.5045972,0.0,0.0,1.9493111,0.0,0.0
-0.03678322,-0.0077132657,-0.75356823,2.564979,-8.815411,-8.796537
-2.7175806,0.0,0.0,2.6185865,0.0,0.0
1.0334574,-1.254768,0.0,-1.0087584,-0.4840274,0.0
-1.0537694,0.0,0.0,9.475715,0.0,0.0
-0.7838416,1.5062168,0.0,0.6600442,-2.4315553,0.0
-1.5965632,0.0,0.0,0.0,0.0,0.0
0.13163619,0.122712865,0.016247464,-2.1757293,0.047174595,-5.4805
-0.05714735,-0.011544008,-0.7832634,3.1200347,-6.7719207,-6.0341415
-2.601158,0.0,0.0,2.7823138,0.0,0.0
0.0046826676,-0.02197764,-0.8000791,-2.5231748,0.88977337,-3.1089172
-2.816668,0.0,0.0,0.704208,0.0,0.0
1.0585488,-1.2615279,0.0,-0.35015392,0.57876074,0.0
-1.0519099,0.0,0.0,6.4130363,0.0,0.0
-0.66187966,1.5076165,0.0,-0.2549284,0.1777029,0.0
-1.6090558,0.0,0.0,0.0,0.0,0.0
0.0724444,0.060950845,0.0056097386,-6.076492,-1.8957117,-0.24457169
-0.09466858,0.003067784,-0.85144025,-0.17200398,-3.1769753,-1.5053844
-2.656612,0.0,0.0,0.41583204,0.0,0.0
0.020741709,-0.03726364,-0.7373628,-0.5959612,7.065278,1.4377365
-2.8262665,0.0,0.0,-1.7246319,0.0,0.0
1.0547072,-1.268834,0.0,-0.5734869,4.3449802,0.0
-1.0139477,0.0,0.0,-1.4322758,0.0,0.0
-0.59948707,1.5013766,0.0,-0.26379198,3.571534,0.0
-1.5930411,0.0,0.0,0.0,0.0,0.0
0.057918064,-0.07602908,-0.02517818,-10.4773855,-1.5056971,1.2309775
-0.075274095,0.015378116,-0.8298051,2.4420345,4.738264,1.2119124
-2.648263,0.0,0.0,-0.45550328,0.0,0.0
0.014963708,-0.061973404,-0.6060457,-2.4878728,9.041233,1.6176337
-2.8017435,0.0,0.0,-3.357194,0.0,0.0
1.0081778,-1.2301481,0.0,4.815433,-4.737648,0.0
-1.0234838,0.0,0.0,-6.4844623,0.0,0.0
-0.6743201,1.4978379,0.0,-0.23499122,5.895634,0.0
-1.5099658,0.0,0.0,0.0,0.0,0.0
0.067843206,-0.19066639,-0.050845355,-5.485889,-2.1244476,0.96512854
-0.06158596,0.04600845,-0.76924556,1.3960112,3.58789,-0.024316907
-2.638985,0.0,0.0,-0.6362524,0.0,0.0
0.009405217,-0.098056264,-0.49729037,-2.1021907,6.0745935,1.242545
-2.7807868,0.0,0.0,-0.41632056,0.0,0.0
0.9824671,-1.1672976,0.0,3.6522367,-7.568066,0.0
-1.1188062,0.0,0.0,-7.852863,0.0,0.0
-0.7860399,1.4967544,0.0,-0.008158922,2.917473,0.0
-1.4467816,0.0,0.0,0.0,0.0,0.0
0.09735029,-0.2884737,-0.09077033,-7.0081515,-2.8925977,3.3144069
-0.025875356,0.0604033,-0.6993431,0.5226749,4.87772,3.3153706
