Node 0 - Component 0,Node 0 - Component 1,Node 0 - Component 2,Node 0 - Component 3,Node 0 - Component 4,Node 0 - Component 5,Node 1 - Component 0,Node 1 - Component 1,Node 1 - Component 2,Node 1 - Component 3,Node 1 - Component 4,Node 1 - Component 5,Node 2 - Component 0,Node 2 - Component 1,Node 2 - Component 2,Node 2 - Component 3,Node 2 - Component 4,Node 2 - Component 5,Node 3 - Component 0,Node 3 - Component 1,Node 3 - Component 2,Node 3 - Component 3,Node 3 - Component 4,Node 3 - Component 5,Node 4 - Component 0,Node 4 - Component 1,Node 4 - Component 2,Node 4 - Component 3,Node 4 - Component 4,Node 4 - Component 5,Node 5 - Component 0,Node 5 - Component 1,Node 5 - Component 2,Node 5 - Component 3,Node 5 - Component 4,Node 5 - Component 5,Node 6 - Component 0,Node 6 - Component 1,Node 6 - Component 2,Node 6 - Component 3,Node 6 - Component 4,Node 6 - Component 5,Node 7 - Component 0,Node 7 - Component 1,Node 7 - Component 2,Node 7 - Component 3,Node 7 - Component 4,Node 7 - Component 5,Node 8 - Component 0,Node 8 - Component 1,Node 8 - Component 2,Node 8 - Component 3,Node 8 - Component 4,Node 8 - Component 5
0.1521064,-0.20382687,0.2167794,-10.303761,-1.2036365,-2.3478804,0.06245769,-0.6976856,-0.4728951,-0.48148075,5.5137134,-1.3336471,-1.5158908,0.0,0.0,-0.9048305,0.0,0.0,-0.113011934,0.27441183,-0.4525153,1.1012014,3.4664133,-7.4213853,-1.626687,0.0,0.0,-1.7768167,0.0,0.0,0.048135187,-0.31535897,0.0,0.25953808,-1.0061691,0.0,0.8881269,0.0,0.0,2.964747,0.0,0.0,-0.36132407,0.16688778,0.0,-4.3860955,3.8090818,0.0,0.7385099,0.0,0.0,0.0,0.0,0.0
0.14542511,-0.3275684,0.21066847,-7.062115,0.22304699,-0.91721207,0.04208723,-0.66228604,-0.41493216,3.7960846,3.0933576,-2.7824152,-1.5477232,0.0,0.0,-1.563238,0.0,0.0,-0.13152666,0.24303769,-0.3976157,-3.9765046,4.1348248,-9.046383,-1.7501546,0.0,0.0,-0.1785623,0.0,0.0,0.035250023,-0.27006721,0.0,5.0797,-4.7493467,0.0,0.8413699,0.0,0.0,3.6936867,0.0,0.0,-0.31082612,0.15844738,0.0,2.31669,5.310908,0.0,0.81028324,0.0,0.0,0.0,0.0,0.0
0.14871709,-0.36319762,0.21969357,-0.006468039,1.1097717,3.0015504,0.07237569,-0.6082918,-0.44501677,3.2587311,-4.3434553,-0.67788595,-1.5761979,0.0,0.0,-3.611013,0.0,0.0,-0.17712197,0.18166597,-0.4119355,-4.0074344,-3.872739,-7.0615826,-1.874194,0.0,0.0,0.34469283,0.0,0.0,0.037611574,-0.25355852,0.0,-1.5584515,-0.8094317,0.0,0.8030259,0.0,0.0,-0.23491405,0.0,0.0,-0.29066566,0.19093694,0.0,1.5076845,3.6506674,0.0,0.87718636,0.0,0.0,0.0,0.0,0.0
0.15102921,-0.46015185,0.21617226,-9.041104,-1.3765223,-2.7788343,0.055952866,-0.60705405,-0.36939704,-1.4314997,9.71825,-1.741317,-1.583225,0.0,0.0,-4.338631,0.0,0.0,-0.2318954,0.1650744,-0.33857763,0.56306386,10.2824745,0.04084733,-1.921766,0.0,0.0,-1.107027,0.0,0.0,0.02979929,-0.2181934,0.0,4.7859135,-0.89666456,0.0,0.7883392,0.0,0.0,2.4933026,0.0,0.0,-0.2666256,0.20808716,0.0,1.9300498,0.30475,0.0,0.90180284,0.0,0.0,0.0,0.0,0.0
0.16168563,-0.49290052,0.22549592,1.205184,2.0684133,-0.79302084,0.039306596,-0.64268667,-0.36252818,-3.5084133,-4.782777,-8.473581,-1.6710098,0.0,0.0,-1.3441893,0.0,0.0,-0.27380517,0.15222473,-0.30494013,-1.8924278,-2.431365,-1.3676796,-1.9364324,0.0,0.0,-0.67250526,0.0,0.0,0.020121094,-0.22388195,0.0,-3.7846365,1.3157332,0.0,0.7945113,0.0,0.0,-0.012204057,0.0,0.0,-0.25427476,0.25082493,0.0,2.8480992,-2.8057702,0.0,0.8815179,0.0,0.0,0.0,0.0,0.0
0.16325982,-0.58706415,0.23192814,-9.698329,-1.2248685,-4.4205303,-0.01840496,-0.65709144,-0.2744091,1.4402424,11.57706,-3.9157078,-1.7565079,0.0,0.0,-2.2847543,0.0,0.0,-0.29989982,0.15998633,-0.18451452,2.5610745,14.106205,3.304862,-1.9151381,0.0,0.0,-2.7415655,0.0,0.0,-0.00912623,-0.19342409,0.0,5.6592636,-0.30713168,0.0,0.7984144,0.0,0.0,2.4649167,0.0,0.0,-0.22792219,0.30089784,0.0,4.6679177,-3.289524,0.0,0.8367026,0.0,0.0,0.0,0.0,0.0
0.1610847,-0.66245127,0.211477,-2.498107,-1.1785618,2.1175692,-0.018274434,-0.6216885,-0.18347391,2.4376764,3.3797932,-3.7265267,-1.8174492,0.0,0.0,-3.7119606,0.0,0.0,-0.3507072,0.1971594,-0.043659654,2.7317998,6.6180363,4.3814826,-1.8571452,0.0,0.0,-0.8271545,0.0,0.0,-0.033928238,-0.15705594,0.0,0.3499607,0.7195879,0.0,0.8034391,0.0,0.0,-0.6259819,0.0,0.0,-0.21952258,0.3710676,0.0,4.283648,-2.5280516,0.0,0.79234886,0.0,0.0,0.0,0.0,0.0
0.10780462,-0.67348087,0.23017392,0.07637977,2.382859,2.1531947,0.01778168,-0.54154414,-0.18569595,6.6727495,-1.9996351,-7.240075,-1.9050571,0.0,0.0,-0.07348458,0.0,0.0,-0.37409613,0.19385992,0.043034658,-1.7005031,5.2146645,-3.0827224,-1.8577956,0.0,0.0,-3.086896,0.0,0.0,-0.06528858,-0.1626668,0.0,-0.5245908,2.4460373,0.0,0.8292144,0.0,0.0,-2.5943882,0.0,0.0,-0.24737066,0.41978356,0.0,2.3392072,-3.7294343,0.0,0.74404967,0.0,0.0,0.0,0.0,0.0
0.1276964,-0.6592182,0.24083729,1.5368408,0.07681407,-1.2925427,0.01965334,-0.5172973,-0.238133,-0.7739789,-4.7273326,-7.780041,-2.0179572,0.0,0.0,3.1522453,0.0,0.0,-0.34747094,0.22337428,0.041731402,3.632692,-3.0069008,-7.842586,-1.949941,0.0,0.0,-0.71085656,0.0,0.0,-0.08628489,-0.15954676,0.0,0.5885336,2.8134418,0.0,0.8670495,0.0,0.0,-0.6978732,0.0,0.0,-0.26755658,0.47478262,0.0,4.2229137,-4.6217585,0.0,0.68352896,0.0,0.0,0.0,0.0,0.0
0.13794708,-0.6260063,0.2744589,1.7137425,6.582377,-5.399482,-0.015270998,-0.5056332,-0.31940222,1.1423669,-5.5583253,-10.334267,-2.1581838,0.0,0.0,6.201297,0.0,0.0,-0.2922895,0.22707178,0.025929112,-2.3596377,-0.2790768,-6.845341,-2.0613267,0.0,0.0,-0.10715324,0.0,0.0,-0.10699309,-0.16936278,0.0,-1.425197,0.6898457,0.0,0.8967063,0.0,0.0,-1.9230093,0.0,0.0,-0.3001845,0.52993196,0.0,3.226915,-2.5879915,0.0,0.6285798,0.0,0.0,0.0,0.0,0.0
0.07787014,-0.64124143,0.406341,-2.744601,9.293537,0.05640775,-0.058544483,-0.4516229,-0.3884656,4.8677716,-3.8722212,-1.0056342,-2.240633,0.0,0.0,3.3977933,0.0,0.0,-0.21491264,0.17624876,0.047525957,-3.5100057,2.3290653,-1.9516009,-2.1220825,0.0,0.0,4.3603888,0.0,0.0,-0.06952539,-0.1542437,0.0,3.0285578,-0.30146447,0.0,0.8978378,0.0,0.0,3.042645,0.0,0.0,-0.28547257,0.56989264,0.0,2.4211264,-1.0842619,0.0,0.60242945,0.0,0.0,0.0,0.0,0.0
0.04144453,-0.6554761,0.5573291,-0.15192243,10.0317335,-1.2507534,-0.06792314,-0.38494116,-0.51040417,4.4886174,-10.904383,-4.13421,-2.2824419,0.0,0.0,4.892936,0.0,0.0,-0.14732674,0.14761251,0.012936264,-0.548989,-5.3228626,-4.145904,-2.1715279,0.0,0.0,6.1813507,0.0,0.0,0.016116804,-0.11847247,0.0,1.9123526,-0.39000097,0.0,0.892214,0.0,0.0,3.5308342,0.0,0.0,-0.23436068,0.6128372,0.0,2.7122025,-0.90939367,0.0,0.58860534,0.0,0.0,0.0,0.0,0.0
0.036675174,-0.71416175,0.66659313,-6.8089023,3.1216333,-0.30779523,-0.08935836,-0.35071343,-0.60361344,0.025416484,-3.1396513,-2.6054268,-2.3324213,0.0,0.0,1.0175647,0.0,0.0,-0.0969442,0.14844783,-0.03374599,0.70691633,-2.4955316,-5.543492,-2.2383552,0.0,0.0,3.021091,0.0,0.0,0.08123459,-0.07551693,0.0,3.1699584,-0.8200745,0.0,0.88165563,0.0,0.0,3.4558878,0.0,0.0,-0.17999735,0.6225858,0.0,-1.5160786,-2.0031133,0.0,0.57088697,0.0,0.0,0.0,0.0,0.0
0.0909565,-0.8043454,0.6774764,-5.173401,-0.69598085,1.271568,-0.0793247,-0.40743136,-0.6603652,-5.55089,-3.7163637,1.6980487,-2.337518,0.0,0.0,-1.8642241,0.0,0.0,-0.10504515,0.20966764,-0.13575809,5.862797,-9.336235,-9.700545,-2.3586862,0.0,0.0,4.219729,0.0,0.0,0.14087111,-0.064719215,0.0,-1.1333601,-0.76152855,0.0,0.8706768,0.0,0.0,4.2163863,0.0,0.0,-0.117948614,0.58287597,0.0,-3.6489136,-1.4002374,0.0,0.5455009,0.0,0.0,0.0,0.0,0.0
0.1187531,-0.917191,0.66187483,-8.47682,-1.1831497,-0.6985534,-0.07530282,-0.490591,-0.63637614,-5.6446357,4.782289,0.32368368,-2.319169,0.0,0.0,-2.333503,0.0,0.0,-0.13819443,0.2873592,-0.19850393,4.573358,-0.9958831,-5.1611247,-2.4665258,0.0,0.0,2.885773,0.0,0.0,0.18886021,-0.080964394,0.0,-1.3744735,-0.18797545,0.0,0.8641206,0.0,0.0,1.5727742,0.0,0.0,-0.076194555,0.5188695,0.0,-4.0616937,-3.1221664,0.0,0.50904423,0.0,0.0,0.0,0.0,0.0
0.102896065,-1.0611093,0.6468268,-10.292025,-0.8055309,-4.0147476,-0.108522125,-0.56655043,-0.50548905,-5.3538904,11.007185,1.3508687,-2.3072345,0.0,0.0,-0.17470416,0.0,0.0,-0.15500927,0.31761497,-0.13161567,0.5025399,6.178833,-0.07663792,-2.5007904,0.0,0.0,1.1878172,0.0,0.0,0.2101376,-0.060307316,0.0,3.1822038,-1.7013943,0.0,0.8477938,0.0,0.0,1.5431824,0.0,0.0,-0.060407497,0.46711275,0.0,-3.263725,-2.5105517,0.0,0.46796343,0.0,0.0,0.0,0.0,0.0
0.109344624,-1.1630607,0.63550055,-4.8115935,-0.6801214,-0.19630216,-0.1330917,-0.6281122,-0.4328243,-3.317469,1.1309047,-3.1631336,-2.3238294,0.0,0.0,0.060083173,0.0,0.0,-0.15742329,0.2781824,-0.09656197,-4.9639287,0.22095919,-2.1124172,-2.520724,0.0,0.0,3.1923256,0.0,0.0,0.24817427,-0.027416829,0.0,1.6050712,-1.1259778,0.0,0.8264872,0.0,0.0,-0.001912718,0.0,0.0,-0.049755514,0.45256466,0.0,0.6131509,-1.925891,0.0,0.4351458,0.0,0.0,0.0,0.0,0.0
