Node 0 - Component 0,Node 0 - Component 1,Node 0 - Component 2,Node 0 - Component 3,Node 0 - Component 4,Node 0 - Component 5,Node 1 - Component 0,Node 1 - Component 1,Node 1 - Component 2,Node 1 - Component 3,Node 1 - Component 4,Node 1 - Component 5,Node 2 - Component 0,Node 2 - Component 1,Node 2 - Component 2,Node 2 - Component 3,Node 2 - Component 4,Node 2 - Component 5,Node 3 - Component 0,Node 3 - Component 1,Node 3 - Component 2,Node 3 - Component 3,Node 3 - Component 4,Node 3 - Component 5,Node 4 - Component 0,Node 4 - Component 1,Node 4 - Component 2,Node 4 - Component 3,Node 4 - Component 4,Node 4 - Component 5,Node 5 - Component 0,Node 5 - Component 1,Node 5 - Component 2,Node 5 - Component 3,Node 5 - Component 4,Node 5 - Component 5,Node 6 - Component 0,Node 6 - Component 1,Node 6 - Component 2,Node 6 - Component 3,Node 6 - Component 4,Node 6 - Component 5,Node 7 - Component 0,Node 7 - Component 1,Node 7 - Component 2,Node 7 - Component 3,Node 7 - Component 4,Node 7 - Component 5,Node 8 - Component 0,Node 8 - Component 1,Node 8 - Component 2,Node 8 - Component 3,Node 8 - Component 4,Node 8 - Component 5,Global 0,Global 1,Global 2,Global 3,Global 4,Global 5,Global 6,Global 7,Global 8,Global 9,Global 10,Global 11
-0.098396115,-0.19015889,0.1267148,-4.370575,3.4177234,-4.2697954,-0.03707915,-0.19550648,0.02060395,-1.6944977,3.704422,-7.133142,-2.0788388,0.0,0.0,3.6925497,0.0,0.0,0.018563002,0.26774418,0.0764318,-4.1451592,3.0538547,2.3460898,-2.817266,0.0,0.0,2.9833057,0.0,0.0,0.09609648,0.29249883,0.0,2.4683874,-1.1534044,0.0,-0.032269534,0.0,0.0,2.6131017,0.0,0.0,0.048207976,-0.58044016,0.0,2.195191,0.9832109,0.0,-0.3291237,0.0,0.0,0.0,0.0,0.0,0.8262689,0.9894455,-0.07363484,-0.105198815,0.06714669,-0.44642732,-0.14628147,-2.2545366,-0.5860092,0.8313704,-0.50433564,0.24092619
-0.11147207,-0.30732277,0.17258357,-9.527061,2.8460042,-1.8841941,-0.07965567,-0.17243353,0.08111773,3.3984349,3.86847,-7.4395146,-2.1859026,0.0,0.0,1.9083112,0.0,0.0,0.05913097,0.17826663,0.15539157,-6.538408,6.117323,3.3451576,-2.7703564,0.0,0.0,6.558728,0.0,0.0,0.17140312,0.3401332,0.0,3.657745,-4.7081656,0.0,-0.07792082,0.0,0.0,3.0423832,0.0,0.0,0.09122081,-0.5060288,0.0,7.35166,4.9692965,0.0,-0.2769316,0.0,0.0,0.0,0.0,0.0,0.80420125,0.9921298,-0.076228306,-0.08625697,0.049269155,-1.0483758,0.0048338124,-0.9665854,-0.2035503,3.7652676,-3.675571,-0.9522366
-0.11493742,-0.43889976,0.215082,-8.0130625,3.0286965,-1.20393,-0.10193912,-0.14903149,0.124066085,0.6287872,2.0070746,-5.487471,-2.2808108,0.0,0.0,0.86833197,0.0,0.0,0.079765595,0.13011834,0.21223883,-1.5399792,1.9414437,1.8807275,-2.7324836,0.0,0.0,5.649107,0.0,0.0,0.26430836,0.36696705,0.0,0.47855788,-3.353921,0.0,-0.13552286,0.0,0.0,-0.21450411,0.0,0.0,0.10666139,-0.4226335,0.0,3.8578644,-1.5484859,0.0,-0.25459936,0.0,0.0,0.0,0.0,0.0,0.7932477,0.99452347,-0.08088858,-0.05949166,0.028997354,-1.111233,0.0652276,-0.6092821,-1.0725319,3.7337966,-1.2784972,0.0012012351
-0.11667268,-0.55626833,0.24951527,-7.2871137,1.584499,-0.4468256,-0.11437091,-0.14620751,0.17986742,0.017620897,4.9794106,-5.085964,-2.3580577,0.0,0.0,0.36262903,0.0,0.0,0.09011752,0.14330207,0.26346397,2.1946,4.5561476,5.919222,-2.6736712,0.0,0.0,6.090957,0.0,0.0,0.35200217,0.3562007,0.0,-1.8503048,-1.6048709,0.0,-0.17145184,0.0,0.0,-2.8125577,0.0,0.0,0.082779564,-0.36894354,0.0,3.525757,-4.8604164,0.0,-0.30509537,0.0,0.0,0.0,0.0,0.0,0.7845203,0.99503285,-0.08926323,-0.038850855,0.020792982,-1.2137957,0.011543912,-0.5496323,-1.0586883,1.9272591,-0.45736867,-0.32382765
-0.11823943,-0.6369471,0.29050946,-4.3087726,3.5926535,-1.8977101,-0.13348722,-0.16196924,0.22382833,-1.8733158,1.9529678,-7.4010167,-2.4535441,0.0,0.0,-0.64079505,0.0,0.0,0.08858325,0.17061996,0.27934146,1.5693567,-1.5384897,7.311955,-2.5761309,0.0,0.0,7.048737,0.0,0.0,0.45282608,0.30399588,0.0,-4.5900416,1.0118206,0.0,-0.17289701,0.0,0.0,-3.9012084,0.0,0.0,0.029482327,-0.32488886,0.0,2.2633903,-4.9968696,0.0,-0.37911698,0.0,0.0,0.0,0.0,0.0,0.7784838,0.994179,-0.102481455,-0.026480105,0.02010995,-1.0700895,-0.0031399971,-0.30529088,-2.2931361,1.6616701,0.6552747,0.033437792
-0.11851557,-0.6233995,0.35844335,4.0207314,4.726998,-1.9727288,-0.15948506,-0.15743603,0.12965184,2.2119274,-12.002619,-8.9607,-2.5833783,0.0,0.0,-0.08432895,0.0,0.0,0.083604455,0.18871929,0.14772905,1.1556264,-13.861723,2.6626675,-2.5059159,0.0,0.0,7.3915334,0.0,0.0,0.5657791,0.20790252,0.0,-7.280014,1.970512,0.0,-0.14870338,0.0,0.0,-5.0268927,0.0,0.0,-0.0432011,-0.2901257,0.0,1.7968049,-7.2010965,0.0,-0.4702383,0.0,0.0,0.0,0.0,0.0,0.7778348,0.9918652,-0.12256486,-0.01880198,0.028771233,-0.76166993,0.07326069,0.054771334,-2.8344977,0.66896784,2.0035071,0.39167213
-0.11221202,-0.59732896,0.42490548,-0.16054985,3.574943,-3.6977837,-0.20759375,-0.12315244,0.0062006395,1.7360811,-4.9718137,-7.2784505,-2.7180195,0.0,0.0,-0.20114085,0.0,0.0,0.08271822,0.16750933,-0.022258604,-2.6989672,-9.413986,3.6502254,-2.4568088,0.0,0.0,6.015807,0.0,0.0,0.66478914,0.13026743,0.0,-3.7137458,-2.3870943,0.0,-0.1553662,0.0,0.0,-1.6769369,0.0,0.0,-0.089298524,-0.26329908,0.0,1.7491418,-6.238653,0.0,-0.5697808,0.0,0.0,0.0,0.0,0.0,0.7747162,0.98923516,-0.14073128,-0.009141242,0.039049808,-0.8639873,-0.0011196878,-0.3753135,-2.1649225,1.5116894,1.3557818,1.0034367
-0.1460302,-0.60381186,0.4798553,-0.50715744,3.7160556,-0.003701899,-0.22707783,-0.028885823,-0.09408138,8.477312,-8.2246895,-1.8576784,-2.777949,0.0,0.0,-1.5874058,0.0,0.0,0.066749185,0.08785381,-0.11271883,-6.4951334,-3.8541355,7.547682,-2.36841,0.0,0.0,4.0081215,0.0,0.0,0.7369346,0.07322089,0.0,-3.741587,-2.8660402,0.0,-0.19354075,0.0,0.0,-2.1631684,0.0,0.0,-0.12132435,-0.23210046,0.0,2.5190012,-4.618415,0.0,-0.6513949,0.0,0.0,0.0,0.0,0.0,0.768862,0.9869783,-0.15354387,0.0053229476,0.047642183,-0.7707086,0.13967666,-0.42202407,-1.3790582,2.0638342,1.3233232,-4.0001655
-0.15546069,-0.66768163,0.48269948,-5.9424524,-1.9151266,4.4673285,-0.18939617,0.03379595,-0.11737524,2.422171,2.5865512,1.4102865,-2.774485,0.0,0.0,-4.4520955,0.0,0.0,0.017673505,0.051846422,-0.1282969,0.14328276,0.5760387,4.549119,-2.2670996,0.0,0.0,2.626161,0.0,0.0,0.7859633,0.039847918,0.0,-1.5664904,-5.433509,0.0,-0.25900388,0.0,0.0,-0.41893572,0.0,0.0,-0.13459471,-0.18685317,0.0,3.7613006,-1.0001235,0.0,-0.69092745,0.0,0.0,0.0,0.0,0.0,0.7600432,0.98486334,-0.16412747,0.024736438,0.049944725,-0.9685179,0.07856562,-0.7141231,-1.2206442,2.5316033,0.308708,0.930062
-0.17673622,-0.8088894,0.5013355,-10.936843,3.5194075,0.92772305,-0.15286665,0.06023706,0.02465656,0.9033362,13.848154,6.780488,-2.710075,0.0,0.0,-0.8462864,0.0,0.0,-0.017235678,0.060020514,-0.03912175,0.5390254,9.316493,1.7715504,-2.2239492,0.0,0.0,2.6004174,0.0,0.0,0.82170326,0.0252257,0.0,-1.0712357,-2.157839,0.0,-0.31375012,0.0,0.0,-0.3762541,0.0,0.0,-0.13738318,-0.12887168,0.0,4.759146,1.2669169,0.0,-0.68892086,0.0,0.0,0.0,0.0,0.0,0.7452537,0.98319286,-0.17132246,0.044413496,0.04480875,-1.0612539,0.062727794,-1.178056,-0.470788,2.3505054,-0.9612693,-2.6670594
-0.17574589,-0.9074658,0.5275951,-3.8875546,0.9166272,2.8731256,-0.12409915,0.08867482,0.16215654,3.0058262,6.397681,4.0645456,-2.6312995,0.0,0.0,-1.2219261,0.0,0.0,-0.034337003,0.089363545,0.011633874,2.7154489,-0.37366334,-2.7837245,-2.2400749,0.0,0.0,3.0007133,0.0,0.0,0.87676686,-0.012367362,0.0,-2.8691034,-2.7195704,0.0,-0.3496028,0.0,0.0,-2.0409656,0.0,0.0,-0.15589817,-0.037263356,0.0,6.2996893,1.1594821,0.0,-0.66653603,0.0,0.0,0.0,0.0,0.0,0.7303582,0.98123294,-0.18188357,0.051513374,0.038035423,-0.83740705,0.12867835,-0.909177,-1.9539312,0.5156192,-0.15432373,0.93294334
-0.20991012,-0.96963876,0.54040134,-4.0357337,0.4666022,3.2070885,-0.07446906,0.122201815,0.28870934,1.3091891,9.853413,4.159056,-2.5692933,0.0,0.0,-3.9832778,0.0,0.0,-0.076883145,0.09338987,0.042588145,-1.4572234,3.4832532,-4.5168366,-2.2934804,0.0,0.0,-2.2001543,0.0,0.0,0.8743871,-0.062117264,0.0,-3.9305453,0.121291816,0.0,-0.36677676,0.0,0.0,-4.3429976,0.0,0.0,-0.20773266,0.04327904,0.0,5.14886,1.1997164,0.0,-0.65270936,0.0,0.0,0.0,0.0,0.0,0.7137176,0.97924674,-0.18952096,0.05401353,0.047330268,-0.91912836,0.22662021,-1.2669876,-0.5087034,-0.30855608,2.1560104,-3.952847
