Node 0 - Component 0,Node 0 - Component 1,Node 1 - Component 0,Node 1 - Component 1,Node 2 - Component 0,Node 2 - Component 1,Node 3 - Component 0,Node 3 - Component 1
0.8155498,-0.05329385,-1.3404644,-0.056574713,0.044599853,0.05056645,-0.12926322,-0.4347156
0.8052001,0.30526757,-1.3173517,-0.4658304,-0.0018699243,1.0984768,-0.23316899,-1.851025
0.7888407,0.31933886,-1.270954,-0.35952055,-0.08925839,1.2154893,-0.17804974,-2.4775367
0.76287085,0.85395855,-1.1964986,-0.94848734,-0.21817394,2.4827955,-0.40409425,-3.866554
0.7162013,1.1396112,-1.0921638,-1.3682958,-0.354508,2.7470484,-0.5803642,-3.0391126
0.6824238,0.25125602,-1.0276852,-0.3288748,-0.42151845,0.5199915,-0.18138887,-0.41654915
0.6702131,0.10194037,-1.0180571,-0.28314468,-0.40931028,-0.03369396,-0.14074083,1.0142395
0.6508919,0.41263452,-1.0064753,-0.67543656,-0.37659135,0.60355824,-0.27356496,0.6263865
0.6100709,1.072087,-0.95181197,-1.3538369,-0.3873676,2.1111796,-0.48317304,-1.1442344
0.55414504,1.2617761,-0.858643,-1.4439011,-0.45020345,2.5366523,-0.49067813,-1.9637955
0.47755826,2.1964936,-0.7193233,-2.3507133,-0.5654177,4.34538,-0.72717166,-3.6643186
0.409635,1.153231,-0.58853126,-1.0941565,-0.68437976,2.2820158,-0.3784067,-2.3838718
0.3597704,1.5266583,-0.48083913,-1.380828,-0.80440116,3.0439131,-0.509274,-3.514301
0.31329212,1.0492107,-0.38235843,-0.9673308,-0.9084632,1.9518398,-0.31607693,-1.8105054
0.26915625,1.2753037,-0.29770482,-1.2300863,-0.9774585,2.2704384,-0.3239146,-1.64014
0.20946395,1.6753916,-0.19593154,-1.730421,-1.0300403,2.7887359,-0.27076596,-0.9885524
0.13324168,1.9945961,-0.073423535,-2.053966,-1.0711002,3.2950068,-0.21749547,-1.0412645
0.05402731,1.9635521,0.06094205,-1.9041957,-1.1318998,3.4086876,-0.24415441,-1.9684197
-0.011985343,1.4260108,0.17463928,-1.441926,-1.1811051,2.3543892,-0.032503147,-0.5509991
-0.08119716,1.9621595,0.2899193,-1.9687698,-1.2172037,3.328845,-0.029906053,-1.2058861
-0.1326266,0.6806931,0.37585562,-0.6877335,-1.2368051,1.1023326,0.07650343,0.15213144
-0.1660474,0.86582917,0.42337283,-0.9733169,-1.2158293,1.2571573,0.22681357,0.8851024
-0.21867715,1.4615252,0.49513632,-1.6188147,-1.188947,2.2721891,0.3038866,0.48334703
-0.26079622,0.4539813,0.55077857,-0.53918034,-1.1607507,0.5876401,0.22556509,0.90641606
-0.27315062,0.029074144,0.55951256,-0.08498451,-1.1207254,-0.14129773,0.17824446,1.0962254
-0.26496106,-0.57789326,0.52993983,0.49474218,-1.0553842,-1.3384143,0.20998824,2.1659417
-0.26229984,0.25530466,0.5070719,-0.35901922,-0.9910285,0.19177689,0.21664284,1.0587932
-0.28108162,0.47106695,0.5232291,-0.5764191,-0.9566048,0.6112367,0.21467577,0.6671522
-0.32287756,1.3547311,0.5836102,-1.4673363,-0.959195,2.3350773,0.24723493,-0.7557963
-0.38223317,1.2777008,0.670301,-1.5026637,-0.9660526,2.0068135,0.43446738,0.39025837
-0.4263206,0.6520969,0.7312957,-0.7376411,-0.9586021,1.0945075,0.22483025,-0.0219679
-0.4611424,0.8123724,0.77851915,-0.99416465,-0.94837564,1.2538931,0.37402505,0.52798164
-0.4980979,0.6652776,0.822651,-0.85844,-0.9216458,0.95964557,0.38683262,0.8039739
-0.52032834,0.16317452,0.8428123,-0.26657382,-0.8856291,0.067054205,0.23755938,0.997456
-0.51648575,-0.4086308,0.82643235,0.45350736,-0.8482589,-0.8798639,0.0011853683,0.87883115
-0.49082932,-0.7253845,0.78032196,0.82357585,-0.81156003,-1.4200141,-0.09815133,0.9603513
-0.47630268,0.13507019,0.75955635,-0.09028924,-0.8043194,0.37369868,0.006054172,-0.5978194
-0.47565272,-0.07650211,0.7651393,0.12152485,-0.81820464,-0.09131795,-0.0036988952,-0.10123798
-0.4890689,0.7734507,0.79814976,-0.7704823,-0.8553773,1.6967703,0.07517038,-1.7108668
-0.53317666,1.3530619,0.8941037,-1.386279,-0.951212,3.0040717,0.09721247,-2.9838467
-0.58269584,1.0838431,1.0036336,-1.105915,-1.0619572,2.5036788,0.038065024,-2.5807247
-0.6138464,0.5779815,1.0847117,-0.47547758,-1.1606321,1.5879827,-0.17315994,-2.3697588
-0.63151944,0.44766128,1.1386279,-0.41510883,-1.2327789,1.131461,-0.04818996,-1.2852577
-0.66145194,0.9208618,1.2029799,-1.057831,-1.2858759,2.051484,0.16058601,-1.357232
-0.71195936,1.1670989,1.2952332,-1.4462719,-1.3358812,2.5323646,0.3532841,-1.1380565
-0.7590433,0.82347864,1.3856537,-0.9267469,-1.3905588,2.0113542,0.08123625,-1.5896156
-0.791272,0.64141065,1.4582274,-0.6941252,-1.4495299,1.6320486,0.020670112,-1.3677832
-0.80233186,0.13324708,1.5044419,0.12758787,-1.5137408,0.6927955,-0.42108366,-1.8299344
-0.7976116,0.16401857,1.5355898,0.11035792,-1.5935134,0.85748816,-0.5104802,-2.1409924
-0.80050915,0.39705747,1.5813434,-0.2451138,-1.6807287,1.4152057,-0.42887917,-2.2100606
-0.79802185,0.11680705,1.6198847,0.04151475,-1.7640324,0.48695543,-0.2403426,-0.62944156
-0.81545484,0.5607658,1.6545535,-0.7568803,-1.7575147,1.2459164,0.28286928,0.33438596
-0.8381648,0.28484517,1.6887662,-0.3895465,-1.7319053,0.4781107,0.28525734,0.9358149
-0.8483641,0.09981012,1.6978159,-0.12472039,-1.6903281,-0.020451803,0.2440272,1.1429626
-0.862422,0.35019425,1.7077913,-0.5707564,-1.6433035,0.5088399,0.46037212,1.2070376
-0.8977432,0.6632334,1.7421491,-1.1761028,-1.5904224,1.1828535,0.79081744,1.428936
-0.91705084,0.044922534,1.7505937,-0.12546472,-1.5322573,-0.3021592,0.36087403,1.4719245
-0.93041015,0.22793795,1.7448511,-0.53336227,-1.4640862,0.002330971,0.64828116,1.9282353
-0.9412296,-0.099186614,1.7270532,-0.016529419,-1.3799939,-0.87907845,0.48670915,2.2790983
